"id_municipio","Município","Situação do domicílio","Grupo de idade","rural_pop"
"4115002","Marilena (PR)","Rural","Total","27.33"
"4115101","Mariluz (PR)","Rural","Total","17.19"
"4115200","Maringá (PR)","Rural","Total","1.80"
"4115309","Mariópolis (PR)","Rural","Total","28.70"
"4115358","Maripá (PR)","Rural","Total","42.61"
"4115408","Marmeleiro (PR)","Rural","Total","36.52"
"4115457","Marquinho (PR)","Rural","Total","89.48"
"4115507","Marumbi (PR)","Rural","Total","31.76"
"4115606","Matelândia (PR)","Rural","Total","27.77"
"4115705","Matinhos (PR)","Rural","Total","0.57"
"4115739","Mato Rico (PR)","Rural","Total","74.93"
"4115754","Mauá da Serra (PR)","Rural","Total","18.02"
"4115804","Medianeira (PR)","Rural","Total","10.59"
"4115853","Mercedes (PR)","Rural","Total","51.66"
"4115903","Mirador (PR)","Rural","Total","32.14"
"4116000","Miraselva (PR)","Rural","Total","23.20"
"4116059","Missal (PR)","Rural","Total","48.25"
"4116109","Moreira Sales (PR)","Rural","Total","21.20"
"4116208","Morretes (PR)","Rural","Total","54.33"
"4116307","Munhoz de Melo (PR)","Rural","Total","19.01"
"4116406","Nossa Senhora das Graças (PR)","Rural","Total","17.05"
"4116505","Nova Aliança do Ivaí (PR)","Rural","Total","27.25"
"4116604","Nova América da Colina (PR)","Rural","Total","27.43"
"4116703","Nova Aurora (PR)","Rural","Total","23.82"
"4116802","Nova Cantu (PR)","Rural","Total","44.73"
"4116901","Nova Esperança (PR)","Rural","Total","8.61"
"4116950","Nova Esperança do Sudoeste (PR)","Rural","Total","63.80"
"4117008","Nova Fátima (PR)","Rural","Total","18.88"
"4117057","Nova Laranjeiras (PR)","Rural","Total","78.90"
"4117107","Nova Londrina (PR)","Rural","Total","8.06"
"4117206","Nova Olímpia (PR)","Rural","Total","14.86"
"4117214","Nova Santa Bárbara (PR)","Rural","Total","16.10"
"4117222","Nova Santa Rosa (PR)","Rural","Total","30.30"
"4117255","Nova Prata do Iguaçu (PR)","Rural","Total","41.53"
"4117271","Nova Tebas (PR)","Rural","Total","60.92"
"4117297","Novo Itacolomi (PR)","Rural","Total","43.83"
"4117305","Ortigueira (PR)","Rural","Total","58.99"
"4117404","Ourizona (PR)","Rural","Total","9.94"
"4117453","Ouro Verde do Oeste (PR)","Rural","Total","29.04"
"4117503","Paiçandu (PR)","Rural","Total","1.37"
"4117602","Palmas (PR)","Rural","Total","7.21"
"4117701","Palmeira (PR)","Rural","Total","39.68"
"4117800","Palmital (PR)","Rural","Total","50.23"
"4117909","Palotina (PR)","Rural","Total","14.07"
"4118006","Paraíso do Norte (PR)","Rural","Total","5.72"
"4118105","Paranacity (PR)","Rural","Total","7.62"
"4118204","Paranaguá (PR)","Rural","Total","3.59"
"4118303","Paranapoema (PR)","Rural","Total","10.43"
"4118402","Paranavaí (PR)","Rural","Total","4.72"
"4118451","Pato Bragado (PR)","Rural","Total","37.93"
"4118501","Pato Branco (PR)","Rural","Total","5.89"
"4118600","Paula Freitas (PR)","Rural","Total","49.43"
"4118709","Paulo Frontin (PR)","Rural","Total","68.57"
"4118808","Peabiru (PR)","Rural","Total","19.19"
"4118857","Perobal (PR)","Rural","Total","45.52"
"4118907","Pérola (PR)","Rural","Total","20.94"
"4119004","Pérola d'Oeste (PR)","Rural","Total","52.86"
"4119103","Piên (PR)","Rural","Total","59.75"
"4119152","Pinhais (PR)","Rural","Total","-"
"4119202","Pinhalão (PR)","Rural","Total","36.86"
"4119251","Pinhal de São Bento (PR)","Rural","Total","55.58"
"4119301","Pinhão (PR)","Rural","Total","49.29"
"4119400","Piraí do Sul (PR)","Rural","Total","31.26"
"4119509","Piraquara (PR)","Rural","Total","50.93"
"4119608","Pitanga (PR)","Rural","Total","36.91"
"4119657","Pitangueiras (PR)","Rural","Total","27.51"
"4119707","Planaltina do Paraná (PR)","Rural","Total","32.28"
"4119806","Planalto (PR)","Rural","Total","55.56"
"4119905","Ponta Grossa (PR)","Rural","Total","2.21"
"4119954","Pontal do Paraná (PR)","Rural","Total","0.85"
"4120002","Porecatu (PR)","Rural","Total","19.36"
"4120101","Porto Amazonas (PR)","Rural","Total","34.69"
"4120150","Porto Barreiro (PR)","Rural","Total","81.14"
"4120200","Porto Rico (PR)","Rural","Total","30.28"
"4120309","Porto Vitória (PR)","Rural","Total","44.40"
"4120333","Prado Ferreira (PR)","Rural","Total","12.20"
"4120358","Pranchita (PR)","Rural","Total","35.95"
"4120408","Presidente Castelo Branco (PR)","Rural","Total","12.27"
"4120507","Primeiro de Maio (PR)","Rural","Total","6.91"
"4120606","Prudentópolis (PR)","Rural","Total","53.96"
"4120655","Quarto Centenário (PR)","Rural","Total","40.03"
"4120705","Quatiguá (PR)","Rural","Total","9.55"
"4120804","Quatro Barras (PR)","Rural","Total","9.62"
"4120853","Quatro Pontes (PR)","Rural","Total","35.92"
"4120903","Quedas do Iguaçu (PR)","Rural","Total","31.43"
"4121000","Querência do Norte (PR)","Rural","Total","35.02"
"4121109","Quinta do Sol (PR)","Rural","Total","25.10"
"4121208","Quitandinha (PR)","Rural","Total","71.40"
"4121257","Ramilândia (PR)","Rural","Total","50.58"
"4121307","Rancho Alegre (PR)","Rural","Total","12.26"
"4121356","Rancho Alegre D'Oeste (PR)","Rural","Total","19.11"
"4121406","Realeza (PR)","Rural","Total","27.80"
"4121505","Rebouças (PR)","Rural","Total","47.06"
"4121604","Renascença (PR)","Rural","Total","48.84"
"4121703","Reserva (PR)","Rural","Total","51.51"
"4121752","Reserva do Iguaçu (PR)","Rural","Total","46.56"
"4121802","Ribeirão Claro (PR)","Rural","Total","33.65"
"4121901","Ribeirão do Pinhal (PR)","Rural","Total","18.09"
"4122008","Rio Azul (PR)","Rural","Total","64.44"
"4122107","Rio Bom (PR)","Rural","Total","39.80"
"4122156","Rio Bonito do Iguaçu (PR)","Rural","Total","75.68"
"4122172","Rio Branco do Ivaí (PR)","Rural","Total","76.42"
"4122206","Rio Branco do Sul (PR)","Rural","Total","28.08"
"4122305","Rio Negro (PR)","Rural","Total","17.79"
"4122404","Rolândia (PR)","Rural","Total","5.38"
"4122503","Roncador (PR)","Rural","Total","38.29"
"4122602","Rondon (PR)","Rural","Total","20.01"
"4122651","Rosário do Ivaí (PR)","Rural","Total","51.31"
"4122701","Sabáudia (PR)","Rural","Total","16.39"
"4122800","Salgado Filho (PR)","Rural","Total","48.81"
"4122909","Salto do Itararé (PR)","Rural","Total","28.10"
"4123006","Salto do Lontra (PR)","Rural","Total","45.72"
"4123105","Santa Amélia (PR)","Rural","Total","24.11"
"4123204","Santa Cecília do Pavão (PR)","Rural","Total","16.15"
"4123303","Santa Cruz de Monte Castelo (PR)","Rural","Total","28.91"
"4123402","Santa Fé (PR)","Rural","Total","11.50"
"4123501","Santa Helena (PR)","Rural","Total","46.24"
"4123600","Santa Inês (PR)","Rural","Total","34.43"
"4123709","Santa Isabel do Ivaí (PR)","Rural","Total","19.38"
"4123808","Santa Izabel do Oeste (PR)","Rural","Total","43.49"
"4123824","Santa Lúcia (PR)","Rural","Total","35.39"
"4123857","Santa Maria do Oeste (PR)","Rural","Total","72.08"
"4123907","Santa Mariana (PR)","Rural","Total","33.09"
"4123956","Santa Mônica (PR)","Rural","Total","58.70"
"4124004","Santana do Itararé (PR)","Rural","Total","34.16"
"4124020","Santa Tereza do Oeste (PR)","Rural","Total","22.23"
"4124053","Santa Terezinha de Itaipu (PR)","Rural","Total","9.62"
"4124103","Santo Antônio da Platina (PR)","Rural","Total","13.49"
"4124202","Santo Antônio do Caiuá (PR)","Rural","Total","22.15"
"4124301","Santo Antônio do Paraíso (PR)","Rural","Total","24.34"
"4124400","Santo Antônio do Sudoeste (PR)","Rural","Total","27.43"
"4124509","Santo Inácio (PR)","Rural","Total","20.29"
"4124608","São Carlos do Ivaí (PR)","Rural","Total","10.62"
"4124707","São Jerônimo da Serra (PR)","Rural","Total","50.07"
"4124806","São João (PR)","Rural","Total","36.46"
"4124905","São João do Caiuá (PR)","Rural","Total","14.75"
"4125001","São João do Ivaí (PR)","Rural","Total","23.00"
"4125100","São João do Triunfo (PR)","Rural","Total","70.46"
"4125209","São Jorge d'Oeste (PR)","Rural","Total","42.61"
"4125308","São Jorge do Ivaí (PR)","Rural","Total","13.34"
"4125357","São Jorge do Patrocínio (PR)","Rural","Total","41.42"
"4125407","São José da Boa Vista (PR)","Rural","Total","40.65"
"4125456","São José das Palmeiras (PR)","Rural","Total","37.05"
"4125506","São José dos Pinhais (PR)","Rural","Total","10.34"
"4125555","São Manoel do Paraná (PR)","Rural","Total","44.76"
"4125605","São Mateus do Sul (PR)","Rural","Total","37.69"
"4125704","São Miguel do Iguaçu (PR)","Rural","Total","36.03"
"4125753","São Pedro do Iguaçu (PR)","Rural","Total","37.53"
"4125803","São Pedro do Ivaí (PR)","Rural","Total","20.88"
"4125902","São Pedro do Paraná (PR)","Rural","Total","34.52"
"4126009","São Sebastião da Amoreira (PR)","Rural","Total","11.98"
"4126108","São Tomé (PR)","Rural","Total","16.88"
"4126207","Sapopema (PR)","Rural","Total","47.27"
"4126256","Sarandi (PR)","Rural","Total","0.37"
"4126272","Saudade do Iguaçu (PR)","Rural","Total","50.22"
"4126306","Sengés (PR)","Rural","Total","17.96"
"4126355","Serranópolis do Iguaçu (PR)","Rural","Total","49.17"
"4126405","Sertaneja (PR)","Rural","Total","12.24"
"4126504","Sertanópolis (PR)","Rural","Total","12.32"
"4126603","Siqueira Campos (PR)","Rural","Total","27.26"
"4126652","Sulina (PR)","Rural","Total","59.05"
"4126678","Tamarana (PR)","Rural","Total","52.23"
"4126702","Tamboara (PR)","Rural","Total","14.32"
"4126801","Tapejara (PR)","Rural","Total","9.81"
"4126900","Tapira (PR)","Rural","Total","41.14"
"4127007","Teixeira Soares (PR)","Rural","Total","53.36"
"4127106","Telêmaco Borba (PR)","Rural","Total","2.02"
"4127205","Terra Boa (PR)","Rural","Total","17.27"
"4127304","Terra Rica (PR)","Rural","Total","18.73"
"4127403","Terra Roxa (PR)","Rural","Total","23.62"
"4127502","Tibagi (PR)","Rural","Total","39.68"
"4127601","Tijucas do Sul (PR)","Rural","Total","84.28"
"4127700","Toledo (PR)","Rural","Total","9.26"
"4127809","Tomazina (PR)","Rural","Total","53.15"
"4127858","Três Barras do Paraná (PR)","Rural","Total","48.45"
"4127882","Tunas do Paraná (PR)","Rural","Total","55.37"
"4127908","Tuneiras do Oeste (PR)","Rural","Total","31.31"
"4127957","Tupãssi (PR)","Rural","Total","21.40"
"4127965","Turvo (PR)","Rural","Total","63.45"
"4128005","Ubiratã (PR)","Rural","Total","14.66"
"4128104","Umuarama (PR)","Rural","Total","7.17"
"4128203","União da Vitória (PR)","Rural","Total","5.22"
"4128302","Uniflor (PR)","Rural","Total","19.42"
"4128401","Uraí (PR)","Rural","Total","18.43"
"4128500","Wenceslau Braz (PR)","Rural","Total","19.63"
"4128534","Ventania (PR)","Rural","Total","34.61"
"4128559","Vera Cruz do Oeste (PR)","Rural","Total","23.51"
"4128609","Verê (PR)","Rural","Total","58.35"
"4128625","Alto Paraíso (PR)","Rural","Total","44.73"
"4128633","Doutor Ulysses (PR)","Rural","Total","83.78"
"4128658","Virmond (PR)","Rural","Total","52.41"
"4128708","Vitorino (PR)","Rural","Total","38.77"
"4128807","Xambrê (PR)","Rural","Total","66.90"
"4200051","Abdon Batista (SC)","Rural","Total","72.71"
"4200101","Abelardo Luz (SC)","Rural","Total","44.04"
"4200200","Agrolândia (SC)","Rural","Total","36.08"
"4200309","Agronômica (SC)","Rural","Total","62.11"
"4200408","Água Doce (SC)","Rural","Total","50.68"
"4200507","Águas de Chapecó (SC)","Rural","Total","47.04"
"4200556","Águas Frias (SC)","Rural","Total","59.53"
"4200606","Águas Mornas (SC)","Rural","Total","58.06"
"4200705","Alfredo Wagner (SC)","Rural","Total","69.52"
"4200754","Alto Bela Vista (SC)","Rural","Total","69.83"
"4200804","Anchieta (SC)","Rural","Total","59.47"
"4200903","Angelina (SC)","Rural","Total","78.61"
"4201000","Anita Garibaldi (SC)","Rural","Total","47.22"
"4201109","Anitápolis (SC)","Rural","Total","59.09"
"4201208","Antônio Carlos (SC)","Rural","Total","68.61"
"4201257","Apiúna (SC)","Rural","Total","55.33"
"4201273","Arabutã (SC)","Rural","Total","68.83"
"4201307","Araquari (SC)","Rural","Total","5.87"
"4201406","Araranguá (SC)","Rural","Total","17.59"
"4201505","Armazém (SC)","Rural","Total","37.01"
"4201604","Arroio Trinta (SC)","Rural","Total","31.55"
"4201653","Arvoredo (SC)","Rural","Total","77.83"
"4201703","Ascurra (SC)","Rural","Total","12.88"
"4201802","Atalanta (SC)","Rural","Total","58.55"
"4201901","Aurora (SC)","Rural","Total","65.20"
"4201950","Balneário Arroio do Silva (SC)","Rural","Total","2.03"
"4202008","Balneário Camboriú (SC)","Rural","Total","-"
"4202057","Balneário Barra do Sul (SC)","Rural","Total","4.69"
"4202073","Balneário Gaivota (SC)","Rural","Total","22.72"
"4202081","Bandeirante (SC)","Rural","Total","67.96"
"4202099","Barra Bonita (SC)","Rural","Total","85.14"
"4202107","Barra Velha (SC)","Rural","Total","4.76"
"4202131","Bela Vista do Toldo (SC)","Rural","Total","85.89"
"4202156","Belmonte (SC)","Rural","Total","51.69"
"4202206","Benedito Novo (SC)","Rural","Total","43.85"
"4202305","Biguaçu (SC)","Rural","Total","9.36"
"4202404","Blumenau (SC)","Rural","Total","4.59"
"4202438","Bocaina do Sul (SC)","Rural","Total","70.61"
"4202453","Bombinhas (SC)","Rural","Total","-"
"4202503","Bom Jardim da Serra (SC)","Rural","Total","45.46"
"4202537","Bom Jesus (SC)","Rural","Total","40.82"
"4202578","Bom Jesus do Oeste (SC)","Rural","Total","69.65"
"4202602","Bom Retiro (SC)","Rural","Total","28.24"
"4202701","Botuverá (SC)","Rural","Total","70.68"
"4202800","Braço do Norte (SC)","Rural","Total","19.42"
"4202859","Braço do Trombudo (SC)","Rural","Total","45.10"
"4202875","Brunópolis (SC)","Rural","Total","75.26"
"4202909","Brusque (SC)","Rural","Total","3.30"
"4203006","Caçador (SC)","Rural","Total","8.91"
"4203105","Caibi (SC)","Rural","Total","42.47"
"4203154","Calmon (SC)","Rural","Total","37.56"
"4203204","Camboriú (SC)","Rural","Total","5.02"
"4203253","Capão Alto (SC)","Rural","Total","65.06"
"4203303","Campo Alegre (SC)","Rural","Total","38.40"
"4203402","Campo Belo do Sul (SC)","Rural","Total","41.12"
"4203501","Campo Erê (SC)","Rural","Total","33.28"
"4203600","Campos Novos (SC)","Rural","Total","17.55"
"4203709","Canelinha (SC)","Rural","Total","36.57"
"4203808","Canoinhas (SC)","Rural","Total","25.57"
"4203907","Capinzal (SC)","Rural","Total","14.52"
"4203956","Capivari de Baixo (SC)","Rural","Total","8.57"
"4204004","Catanduvas (SC)","Rural","Total","15.29"
"4204103","Caxambu do Sul (SC)","Rural","Total","51.14"
"4204152","Celso Ramos (SC)","Rural","Total","68.53"
"4204178","Cerro Negro (SC)","Rural","Total","78.67"
"4204194","Chapadão do Lageado (SC)","Rural","Total","81.43"
"4204202","Chapecó (SC)","Rural","Total","8.40"
"4204251","Cocal do Sul (SC)","Rural","Total","16.25"
"4204301","Concórdia (SC)","Rural","Total","20.05"
"4204350","Cordilheira Alta (SC)","Rural","Total","61.56"
"4204400","Coronel Freitas (SC)","Rural","Total","40.60"
"4204459","Coronel Martins (SC)","Rural","Total","72.13"
"4204509","Corupá (SC)","Rural","Total","22.98"
"4204558","Correia Pinto (SC)","Rural","Total","18.69"
"4204608","Criciúma (SC)","Rural","Total","1.39"
"4204707","Cunha Porã (SC)","Rural","Total","38.58"
"4204756","Cunhataí (SC)","Rural","Total","69.77"
"4204806","Curitibanos (SC)","Rural","Total","7.89"
"4204905","Descanso (SC)","Rural","Total","50.23"
"4205001","Dionísio Cerqueira (SC)","Rural","Total","31.19"
"4205100","Dona Emma (SC)","Rural","Total","49.80"
"4205159","Doutor Pedrinho (SC)","Rural","Total","43.98"
"4205175","Entre Rios (SC)","Rural","Total","69.25"
"4205191","Ermo (SC)","Rural","Total","69.80"
"4205209","Erval Velho (SC)","Rural","Total","34.70"
"4205308","Faxinal dos Guedes (SC)","Rural","Total","27.61"
"4205357","Flor do Sertão (SC)","Rural","Total","79.35"
"4205407","Florianópolis (SC)","Rural","Total","3.81"
"4205431","Formosa do Sul (SC)","Rural","Total","58.32"
"4205456","Forquilhinha (SC)","Rural","Total","18.28"
"4205506","Fraiburgo (SC)","Rural","Total","12.33"
"4205555","Frei Rogério (SC)","Rural","Total","71.46"
"4205605","Galvão (SC)","Rural","Total","32.40"
"4205704","Garopaba (SC)","Rural","Total","15.54"
"4205803","Garuva (SC)","Rural","Total","22.42"
"4205902","Gaspar (SC)","Rural","Total","18.72"
"4206009","Governador Celso Ramos (SC)","Rural","Total","5.75"
"4206108","Grão-Pará (SC)","Rural","Total","51.49"
"4206207","Gravatal (SC)","Rural","Total","58.22"
"4206306","Guabiruba (SC)","Rural","Total","7.40"
"4206405","Guaraciaba (SC)","Rural","Total","53.10"
"4206504","Guaramirim (SC)","Rural","Total","20.26"
"4206603","Guarujá do Sul (SC)","Rural","Total","45.90"
"4206652","Guatambú (SC)","Rural","Total","62.62"
"4206702","Herval d'Oeste (SC)","Rural","Total","11.24"
"4206751","Ibiam (SC)","Rural","Total","64.27"
"4206801","Ibicaré (SC)","Rural","Total","53.84"
"4206900","Ibirama (SC)","Rural","Total","14.52"
"4207007","Içara (SC)","Rural","Total","8.36"
"4207106","Ilhota (SC)","Rural","Total","36.07"
"4207205","Imaruí (SC)","Rural","Total","65.69"
"4207304","Imbituba (SC)","Rural","Total","-"
"4207403","Imbuia (SC)","Rural","Total","55.93"
"4207502","Indaial (SC)","Rural","Total","3.51"
"4207577","Iomerê (SC)","Rural","Total","66.89"
"4207601","Ipira (SC)","Rural","Total","46.95"
"4207650","Iporã do Oeste (SC)","Rural","Total","50.98"
"4207684","Ipuaçu (SC)","Rural","Total","79.74"
"4207700","Ipumirim (SC)","Rural","Total","56.40"
"4207759","Iraceminha (SC)","Rural","Total","65.48"
"4207809","Irani (SC)","Rural","Total","31.59"
"4207858","Irati (SC)","Rural","Total","78.58"
"4207908","Irineópolis (SC)","Rural","Total","66.32"
"4208005","Itá (SC)","Rural","Total","36.87"
"4208104","Itaiópolis (SC)","Rural","Total","47.11"
"4208203","Itajaí (SC)","Rural","Total","5.41"
"4208302","Itapema (SC)","Rural","Total","2.48"
"4208401","Itapiranga (SC)","Rural","Total","50.57"
"4208450","Itapoá (SC)","Rural","Total","4.00"
"4208500","Ituporanga (SC)","Rural","Total","33.34"
"4208609","Jaborá (SC)","Rural","Total","60.28"
"4208708","Jacinto Machado (SC)","Rural","Total","51.62"
"4208807","Jaguaruna (SC)","Rural","Total","23.67"
"4208906","Jaraguá do Sul (SC)","Rural","Total","7.21"
"4208955","Jardinópolis (SC)","Rural","Total","54.76"
"4209003","Joaçaba (SC)","Rural","Total","7.76"
"4209102","Joinville (SC)","Rural","Total","3.38"
"4209151","José Boiteux (SC)","Rural","Total","65.88"
"4209177","Jupiá (SC)","Rural","Total","51.40"
"4209201","Lacerdópolis (SC)","Rural","Total","47.25"
"4209300","Lages (SC)","Rural","Total","1.78"
"4209409","Laguna (SC)","Rural","Total","21.15"
"4209458","Lajeado Grande (SC)","Rural","Total","56.51"
"4209508","Laurentino (SC)","Rural","Total","27.15"
"4209607","Lauro Müller (SC)","Rural","Total","22.70"
"4209706","Lebon Régis (SC)","Rural","Total","36.46"
"4209805","Leoberto Leal (SC)","Rural","Total","75.63"
"4209854","Lindóia do Sul (SC)","Rural","Total","58.42"
"4209904","Lontras (SC)","Rural","Total","31.53"
"4210001","Luiz Alves (SC)","Rural","Total","68.81"
"4210035","Luzerna (SC)","Rural","Total","23.95"
"4210050","Macieira (SC)","Rural","Total","72.56"
"4210100","Mafra (SC)","Rural","Total","21.91"
"4210209","Major Gercino (SC)","Rural","Total","61.91"
"4210308","Major Vieira (SC)","Rural","Total","60.41"
"4210407","Maracajá (SC)","Rural","Total","33.54"
"4210506","Maravilha (SC)","Rural","Total","18.16"
"4210555","Marema (SC)","Rural","Total","65.50"
"4210605","Massaranduba (SC)","Rural","Total","48.17"
"4210704","Matos Costa (SC)","Rural","Total","48.40"
"4210803","Meleiro (SC)","Rural","Total","47.87"
"4210852","Mirim Doce (SC)","Rural","Total","52.17"
"4210902","Modelo (SC)","Rural","Total","33.45"
"4211009","Mondaí (SC)","Rural","Total","38.37"
"4211058","Monte Carlo (SC)","Rural","Total","13.27"
"4211108","Monte Castelo (SC)","Rural","Total","41.90"
"4211207","Morro da Fumaça (SC)","Rural","Total","14.03"
"4211256","Morro Grande (SC)","Rural","Total","73.84"
"4211306","Navegantes (SC)","Rural","Total","5.21"
"4211405","Nova Erechim (SC)","Rural","Total","24.89"
"4211454","Nova Itaberaba (SC)","Rural","Total","64.14"
"4211504","Nova Trento (SC)","Rural","Total","25.11"
"4211603","Nova Veneza (SC)","Rural","Total","32.93"
"4211652","Novo Horizonte (SC)","Rural","Total","66.51"
"4211702","Orleans (SC)","Rural","Total","24.82"
"4211751","Otacílio Costa (SC)","Rural","Total","8.85"
"4211801","Ouro (SC)","Rural","Total","34.29"
"4211850","Ouro Verde (SC)","Rural","Total","68.52"
"4211876","Paial (SC)","Rural","Total","80.94"
"4211892","Painel (SC)","Rural","Total","59.84"
"4211900","Palhoça (SC)","Rural","Total","1.47"
"4212007","Palma Sola (SC)","Rural","Total","42.46"
"4212056","Palmeira (SC)","Rural","Total","61.02"
"4212106","Palmitos (SC)","Rural","Total","38.38"
"4212205","Papanduva (SC)","Rural","Total","48.77"
"4212239","Paraíso (SC)","Rural","Total","64.44"
"4212254","Passo de Torres (SC)","Rural","Total","11.33"
"4212270","Passos Maia (SC)","Rural","Total","75.16"
"4212304","Paulo Lopes (SC)","Rural","Total","27.97"
"4212403","Pedras Grandes (SC)","Rural","Total","69.30"
"4212502","Penha (SC)","Rural","Total","8.26"
"4212601","Peritiba (SC)","Rural","Total","50.44"
"4212700","Petrolândia (SC)","Rural","Total","63.71"
"4212809","Balneário Piçarras (SC)","Rural","Total","9.24"
"4212908","Pinhalzinho (SC)","Rural","Total","16.64"
"4213005","Pinheiro Preto (SC)","Rural","Total","45.98"
"4213104","Piratuba (SC)","Rural","Total","40.35"
"4213153","Planalto Alegre (SC)","Rural","Total","59.80"
"4213203","Pomerode (SC)","Rural","Total","14.18"
"4213302","Ponte Alta (SC)","Rural","Total","26.89"
"4213351","Ponte Alta do Norte (SC)","Rural","Total","8.96"
"4213401","Ponte Serrada (SC)","Rural","Total","30.89"
"4213500","Porto Belo (SC)","Rural","Total","5.70"
"4213609","Porto União (SC)","Rural","Total","15.61"
"4213708","Pouso Redondo (SC)","Rural","Total","39.07"
"4213807","Praia Grande (SC)","Rural","Total","40.87"
"4213906","Presidente Castello Branco (SC)","Rural","Total","67.94"
"4214003","Presidente Getúlio (SC)","Rural","Total","29.23"
"4214102","Presidente Nereu (SC)","Rural","Total","64.62"
"4214151","Princesa (SC)","Rural","Total","63.60"
"4214201","Quilombo (SC)","Rural","Total","43.93"
"4214300","Rancho Queimado (SC)","Rural","Total","53.06"
"4214409","Rio das Antas (SC)","Rural","Total","55.40"
"4214508","Rio do Campo (SC)","Rural","Total","57.49"
"4214607","Rio do Oeste (SC)","Rural","Total","52.19"
"4214706","Rio dos Cedros (SC)","Rural","Total","50.31"
"4214805","Rio do Sul (SC)","Rural","Total","7.21"
"4214904","Rio Fortuna (SC)","Rural","Total","65.74"
"4215000","Rio Negrinho (SC)","Rural","Total","8.78"
"4215059","Rio Rufino (SC)","Rural","Total","71.76"
"4215075","Riqueza (SC)","Rural","Total","55.48"
"4215109","Rodeio (SC)","Rural","Total","13.72"
"4215208","Romelândia (SC)","Rural","Total","63.83"
"4215307","Salete (SC)","Rural","Total","32.33"
"4215356","Saltinho (SC)","Rural","Total","68.32"
"4215406","Salto Veloso (SC)","Rural","Total","20.90"
"4215455","Sangão (SC)","Rural","Total","53.31"
"4215505","Santa Cecília (SC)","Rural","Total","13.29"
"4215554","Santa Helena (SC)","Rural","Total","62.97"
"4215604","Santa Rosa de Lima (SC)","Rural","Total","74.92"
"4215653","Santa Rosa do Sul (SC)","Rural","Total","53.49"
"4215679","Santa Terezinha (SC)","Rural","Total","82.74"
"4215687","Santa Terezinha do Progresso (SC)","Rural","Total","81.39"
"4215695","Santiago do Sul (SC)","Rural","Total","55.63"
"4215703","Santo Amaro da Imperatriz (SC)","Rural","Total","24.48"
"4215752","São Bernardino (SC)","Rural","Total","73.14"
"4215802","São Bento do Sul (SC)","Rural","Total","4.77"
"4215901","São Bonifácio (SC)","Rural","Total","77.23"
"4216008","São Carlos (SC)","Rural","Total","32.93"
"4216057","São Cristóvão do Sul (SC)","Rural","Total","24.18"
"4216107","São Domingos (SC)","Rural","Total","33.48"
"4216206","São Francisco do Sul (SC)","Rural","Total","7.13"
"4216255","São João do Oeste (SC)","Rural","Total","64.89"
"4216305","São João Batista (SC)","Rural","Total","10.32"
"4216354","São João do Itaperiú (SC)","Rural","Total","43.96"
"4216404","São João do Sul (SC)","Rural","Total","77.55"
"4216503","São Joaquim (SC)","Rural","Total","29.18"
"4216602","São José (SC)","Rural","Total","1.19"
"4216701","São José do Cedro (SC)","Rural","Total","38.27"
"4216800","São José do Cerrito (SC)","Rural","Total","73.13"
"4216909","São Lourenço do Oeste (SC)","Rural","Total","22.54"
"4217006","São Ludgero (SC)","Rural","Total","10.28"
"4217105","São Martinho (SC)","Rural","Total","61.64"
"4217154","São Miguel da Boa Vista (SC)","Rural","Total","76.94"
"4217204","São Miguel do Oeste (SC)","Rural","Total","11.68"
"4217253","São Pedro de Alcântara (SC)","Rural","Total","19.94"
"4217303","Saudades (SC)","Rural","Total","43.18"
"4217402","Schroeder (SC)","Rural","Total","10.53"
"4217501","Seara (SC)","Rural","Total","31.59"
"4217550","Serra Alta (SC)","Rural","Total","44.14"
"4217600","Siderópolis (SC)","Rural","Total","22.67"
"4217709","Sombrio (SC)","Rural","Total","26.21"
"4217758","Sul Brasil (SC)","Rural","Total","63.45"
"4217808","Taió (SC)","Rural","Total","42.27"
"4217907","Tangará (SC)","Rural","Total","42.54"
"4217956","Tigrinhos (SC)","Rural","Total","80.48"
"4218004","Tijucas (SC)","Rural","Total","16.01"
"4218103","Timbé do Sul (SC)","Rural","Total","65.24"
"4218202","Timbó (SC)","Rural","Total","6.74"
"4218251","Timbó Grande (SC)","Rural","Total","43.03"
"4218301","Três Barras (SC)","Rural","Total","15.25"
"4218350","Treviso (SC)","Rural","Total","48.03"
"4218400","Treze de Maio (SC)","Rural","Total","50.54"
"4218509","Treze Tílias (SC)","Rural","Total","25.64"
"4218608","Trombudo Central (SC)","Rural","Total","37.42"
"4218707","Tubarão (SC)","Rural","Total","9.40"
"4218756","Tunápolis (SC)","Rural","Total","69.39"
"4218806","Turvo (SC)","Rural","Total","33.23"
"4218855","União do Oeste (SC)","Rural","Total","61.96"
"4218905","Urubici (SC)","Rural","Total","33.96"
"4218954","Urupema (SC)","Rural","Total","50.36"
"4219002","Urussanga (SC)","Rural","Total","43.60"
"4219101","Vargeão (SC)","Rural","Total","48.47"
"4219150","Vargem (SC)","Rural","Total","68.09"
"4219176","Vargem Bonita (SC)","Rural","Total","44.15"
"4219200","Vidal Ramos (SC)","Rural","Total","71.51"
"4219309","Videira (SC)","Rural","Total","9.18"
"4219358","Vitor Meireles (SC)","Rural","Total","72.25"
"4219408","Witmarsum (SC)","Rural","Total","76.53"
"4219507","Xanxerê (SC)","Rural","Total","11.30"
"4219606","Xavantina (SC)","Rural","Total","73.01"
