"id_municipio","Município","Destino do lixo","house_income_BRL"
"4123006","Salto do Lontra (PR)","Total","1785.02"
"4123105","Santa Amélia (PR)","Total","1328.26"
"4123204","Santa Cecília do Pavão (PR)","Total","1382.20"
"4123303","Santa Cruz de Monte Castelo (PR)","Total","1591.15"
"4123402","Santa Fé (PR)","Total","1931.43"
"4123501","Santa Helena (PR)","Total","1778.22"
"4123600","Santa Inês (PR)","Total","1513.01"
"4123709","Santa Isabel do Ivaí (PR)","Total","1643.46"
"4123808","Santa Izabel do Oeste (PR)","Total","1508.86"
"4123824","Santa Lúcia (PR)","Total","1452.72"
"4123857","Santa Maria do Oeste (PR)","Total","1065.49"
"4123907","Santa Mariana (PR)","Total","1511.97"
"4123956","Santa Mônica (PR)","Total","1541.38"
"4124004","Santana do Itararé (PR)","Total","1256.67"
"4124020","Santa Tereza do Oeste (PR)","Total","1634.93"
"4124053","Santa Terezinha de Itaipu (PR)","Total","1858.78"
"4124103","Santo Antônio da Platina (PR)","Total","1878.00"
"4124202","Santo Antônio do Caiuá (PR)","Total","1368.62"
"4124301","Santo Antônio do Paraíso (PR)","Total","1486.31"
"4124400","Santo Antônio do Sudoeste (PR)","Total","1493.86"
"4124509","Santo Inácio (PR)","Total","2098.64"
"4124608","São Carlos do Ivaí (PR)","Total","1874.53"
"4124707","São Jerônimo da Serra (PR)","Total","1043.90"
"4124806","São João (PR)","Total","1688.95"
"4124905","São João do Caiuá (PR)","Total","1391.11"
"4125001","São João do Ivaí (PR)","Total","1452.39"
"4125100","São João do Triunfo (PR)","Total","1239.12"
"4125209","São Jorge d'Oeste (PR)","Total","1538.20"
"4125308","São Jorge do Ivaí (PR)","Total","1948.84"
"4125357","São Jorge do Patrocínio (PR)","Total","1672.98"
"4125407","São José da Boa Vista (PR)","Total","1277.39"
"4125456","São José das Palmeiras (PR)","Total","1399.44"
"4125506","São José dos Pinhais (PR)","Total","2325.91"
"4125555","São Manoel do Paraná (PR)","Total","1781.50"
"4125605","São Mateus do Sul (PR)","Total","1834.84"
"4125704","São Miguel do Iguaçu (PR)","Total","1778.39"
"4125753","São Pedro do Iguaçu (PR)","Total","1410.45"
"4125803","São Pedro do Ivaí (PR)","Total","1774.31"
"4125902","São Pedro do Paraná (PR)","Total","1470.19"
"4126009","São Sebastião da Amoreira (PR)","Total","1625.34"
"4126108","São Tomé (PR)","Total","1851.17"
"4126207","Sapopema (PR)","Total","1411.43"
"4126256","Sarandi (PR)","Total","1584.03"
"4126272","Saudade do Iguaçu (PR)","Total","1797.92"
"4126306","Sengés (PR)","Total","1336.69"
"4126355","Serranópolis do Iguaçu (PR)","Total","2275.99"
"4126405","Sertaneja (PR)","Total","1702.09"
"4126504","Sertanópolis (PR)","Total","1935.35"
"4126603","Siqueira Campos (PR)","Total","1598.87"
"4126652","Sulina (PR)","Total","1677.56"
"4126678","Tamarana (PR)","Total","1162.80"
"4126702","Tamboara (PR)","Total","1614.44"
"4126801","Tapejara (PR)","Total","1689.74"
"4126900","Tapira (PR)","Total","1446.12"
"4127007","Teixeira Soares (PR)","Total","1503.10"
"4127106","Telêmaco Borba (PR)","Total","1951.36"
"4127205","Terra Boa (PR)","Total","1806.86"
"4127304","Terra Rica (PR)","Total","1670.37"
"4127403","Terra Roxa (PR)","Total","1586.39"
"4127502","Tibagi (PR)","Total","1512.69"
"4127601","Tijucas do Sul (PR)","Total","1438.46"
"4127700","Toledo (PR)","Total","2276.94"
"4127809","Tomazina (PR)","Total","1420.72"
"4127858","Três Barras do Paraná (PR)","Total","1384.75"
"4127882","Tunas do Paraná (PR)","Total","1246.68"
"4127908","Tuneiras do Oeste (PR)","Total","1334.16"
"4127957","Tupãssi (PR)","Total","1716.42"
"4127965","Turvo (PR)","Total","1318.25"
"4128005","Ubiratã (PR)","Total","1702.25"
"4128104","Umuarama (PR)","Total","2278.85"
"4128203","União da Vitória (PR)","Total","1885.87"
"4128302","Uniflor (PR)","Total","1716.58"
"4128401","Uraí (PR)","Total","1578.25"
"4128500","Wenceslau Braz (PR)","Total","1519.72"
"4128534","Ventania (PR)","Total","1196.19"
"4128559","Vera Cruz do Oeste (PR)","Total","1567.98"
"4128609","Verê (PR)","Total","1838.57"
"4128625","Alto Paraíso (PR)","Total","1243.73"
"4128633","Doutor Ulysses (PR)","Total","806.62"
"4128658","Virmond (PR)","Total","1614.72"
"4128708","Vitorino (PR)","Total","1830.27"
"4128807","Xambrê (PR)","Total","1537.87"
"4200051","Abdon Batista (SC)","Total","1396.74"
"4200101","Abelardo Luz (SC)","Total","1622.37"
"4200200","Agrolândia (SC)","Total","2108.41"
"4200309","Agronômica (SC)","Total","2651.43"
"4200408","Água Doce (SC)","Total","1936.54"
"4200507","Águas de Chapecó (SC)","Total","1686.13"
"4200556","Águas Frias (SC)","Total","2096.88"
"4200606","Águas Mornas (SC)","Total","2086.02"
"4200705","Alfredo Wagner (SC)","Total","1817.43"
"4200754","Alto Bela Vista (SC)","Total","1944.23"
"4200804","Anchieta (SC)","Total","1860.69"
"4200903","Angelina (SC)","Total","1736.47"
"4201000","Anita Garibaldi (SC)","Total","1258.93"
"4201109","Anitápolis (SC)","Total","1528.64"
"4201208","Antônio Carlos (SC)","Total","2491.28"
"4201257","Apiúna (SC)","Total","2151.61"
"4201273","Arabutã (SC)","Total","2282.16"
"4201307","Araquari (SC)","Total","1814.72"
"4201406","Araranguá (SC)","Total","2131.79"
"4201505","Armazém (SC)","Total","2268.50"
"4201604","Arroio Trinta (SC)","Total","2497.06"
"4201653","Arvoredo (SC)","Total","2253.53"
"4201703","Ascurra (SC)","Total","2238.83"
"4201802","Atalanta (SC)","Total","2005.72"
"4201901","Aurora (SC)","Total","2323.98"
"4201950","Balneário Arroio do Silva (SC)","Total","1858.47"
"4202008","Balneário Camboriú (SC)","Total","3828.52"
"4202057","Balneário Barra do Sul (SC)","Total","1823.82"
"4202073","Balneário Gaivota (SC)","Total","1848.38"
"4202081","Bandeirante (SC)","Total","1509.08"
"4202099","Barra Bonita (SC)","Total","1707.01"
"4202107","Barra Velha (SC)","Total","2195.98"
"4202131","Bela Vista do Toldo (SC)","Total","1241.53"
"4202156","Belmonte (SC)","Total","1746.99"
"4202206","Benedito Novo (SC)","Total","2083.94"
"4202305","Biguaçu (SC)","Total","2147.46"
"4202404","Blumenau (SC)","Total","3154.54"
"4202438","Bocaina do Sul (SC)","Total","1259.58"
"4202453","Bombinhas (SC)","Total","2174.77"
"4202503","Bom Jardim da Serra (SC)","Total","1868.60"
"4202537","Bom Jesus (SC)","Total","2056.72"
"4202578","Bom Jesus do Oeste (SC)","Total","2254.71"
"4202602","Bom Retiro (SC)","Total","1745.56"
"4202701","Botuverá (SC)","Total","2380.54"
"4202800","Braço do Norte (SC)","Total","2245.46"
"4202859","Braço do Trombudo (SC)","Total","2318.80"
"4202875","Brunópolis (SC)","Total","1171.44"
"4202909","Brusque (SC)","Total","2935.77"
"4203006","Caçador (SC)","Total","2109.86"
"4203105","Caibi (SC)","Total","2387.41"
"4203154","Calmon (SC)","Total","1290.47"
"4203204","Camboriú (SC)","Total","2200.63"
"4203253","Capão Alto (SC)","Total","1397.36"
"4203303","Campo Alegre (SC)","Total","1537.98"
"4203402","Campo Belo do Sul (SC)","Total","1284.40"
"4203501","Campo Erê (SC)","Total","1663.78"
"4203600","Campos Novos (SC)","Total","1965.51"
"4203709","Canelinha (SC)","Total","2127.37"
"4203808","Canoinhas (SC)","Total","1886.14"
"4203907","Capinzal (SC)","Total","2062.46"
"4203956","Capivari de Baixo (SC)","Total","1964.69"
"4204004","Catanduvas (SC)","Total","1986.09"
"4204103","Caxambu do Sul (SC)","Total","1907.49"
"4204152","Celso Ramos (SC)","Total","1336.20"
"4204178","Cerro Negro (SC)","Total","1040.37"
"4204194","Chapadão do Lageado (SC)","Total","1412.59"
"4204202","Chapecó (SC)","Total","2631.24"
"4204251","Cocal do Sul (SC)","Total","2342.16"
"4204301","Concórdia (SC)","Total","2478.40"
"4204350","Cordilheira Alta (SC)","Total","2438.63"
"4204400","Coronel Freitas (SC)","Total","2201.95"
"4204459","Coronel Martins (SC)","Total","1548.89"
"4204509","Corupá (SC)","Total","2423.20"
"4204558","Correia Pinto (SC)","Total","1602.89"
"4204608","Criciúma (SC)","Total","2801.48"
"4204707","Cunha Porã (SC)","Total","2044.98"
"4204756","Cunhataí (SC)","Total","2995.93"
"4204806","Curitibanos (SC)","Total","1887.26"
"4204905","Descanso (SC)","Total","2154.43"
"4205001","Dionísio Cerqueira (SC)","Total","1654.59"
"4205100","Dona Emma (SC)","Total","2298.61"
"4205159","Doutor Pedrinho (SC)","Total","1928.78"
"4205175","Entre Rios (SC)","Total","1181.69"
"4205191","Ermo (SC)","Total","1921.17"
"4205209","Erval Velho (SC)","Total","1972.42"
"4205308","Faxinal dos Guedes (SC)","Total","2113.78"
"4205357","Flor do Sertão (SC)","Total","1769.57"
"4205407","Florianópolis (SC)","Total","4380.32"
"4205431","Formosa do Sul (SC)","Total","1897.06"
"4205456","Forquilhinha (SC)","Total","2069.77"
"4205506","Fraiburgo (SC)","Total","1838.07"
"4205555","Frei Rogério (SC)","Total","1498.30"
"4205605","Galvão (SC)","Total","1593.55"
"4205704","Garopaba (SC)","Total","2049.92"
"4205803","Garuva (SC)","Total","2026.53"
"4205902","Gaspar (SC)","Total","2658.74"
"4206009","Governador Celso Ramos (SC)","Total","2004.85"
"4206108","Grão-Pará (SC)","Total","2182.86"
"4206207","Gravatal (SC)","Total","2000.56"
"4206306","Guabiruba (SC)","Total","2524.54"
"4206405","Guaraciaba (SC)","Total","2166.27"
"4206504","Guaramirim (SC)","Total","2336.01"
"4206603","Guarujá do Sul (SC)","Total","1875.96"
"4206652","Guatambú (SC)","Total","1963.56"
"4206702","Herval d'Oeste (SC)","Total","2196.54"
"4206751","Ibiam (SC)","Total","2172.16"
"4206801","Ibicaré (SC)","Total","1999.81"
"4206900","Ibirama (SC)","Total","2389.85"
"4207007","Içara (SC)","Total","1998.58"
"4207106","Ilhota (SC)","Total","2388.85"
"4207205","Imaruí (SC)","Total","1395.05"
"4207304","Imbituba (SC)","Total","1933.15"
"4207403","Imbuia (SC)","Total","1725.62"
"4207502","Indaial (SC)","Total","2508.94"
"4207577","Iomerê (SC)","Total","2475.65"
"4207601","Ipira (SC)","Total","1779.56"
"4207650","Iporã do Oeste (SC)","Total","2012.37"
"4207684","Ipuaçu (SC)","Total","1544.90"
"4207700","Ipumirim (SC)","Total","2192.07"
"4207759","Iraceminha (SC)","Total","1762.74"
"4207809","Irani (SC)","Total","1889.27"
"4207858","Irati (SC)","Total","1571.24"
"4207908","Irineópolis (SC)","Total","1697.17"
"4208005","Itá (SC)","Total","2272.76"
"4208104","Itaiópolis (SC)","Total","1685.32"
"4208203","Itajaí (SC)","Total","2743.41"
"4208302","Itapema (SC)","Total","2752.51"
"4208401","Itapiranga (SC)","Total","2419.96"
"4208450","Itapoá (SC)","Total","2027.81"
"4208500","Ituporanga (SC)","Total","2343.92"
"4208609","Jaborá (SC)","Total","2119.58"
"4208708","Jacinto Machado (SC)","Total","1634.37"
"4208807","Jaguaruna (SC)","Total","1888.98"
"4208906","Jaraguá do Sul (SC)","Total","2998.47"
"4208955","Jardinópolis (SC)","Total","1828.91"
"4209003","Joaçaba (SC)","Total","3200.14"
"4209102","Joinville (SC)","Total","2957.13"
"4209151","José Boiteux (SC)","Total","1936.78"
"4209177","Jupiá (SC)","Total","1748.84"
"4209201","Lacerdópolis (SC)","Total","2493.18"
"4209300","Lages (SC)","Total","2248.86"
"4209409","Laguna (SC)","Total","1812.58"
"4209458","Lajeado Grande (SC)","Total","3692.50"
"4209508","Laurentino (SC)","Total","2239.26"
"4209607","Lauro Müller (SC)","Total","1899.54"
"4209706","Lebon Régis (SC)","Total","1297.61"
"4209805","Leoberto Leal (SC)","Total","1909.34"
"4209854","Lindóia do Sul (SC)","Total","2355.68"
"4209904","Lontras (SC)","Total","2089.03"
"4210001","Luiz Alves (SC)","Total","2701.32"
"4210035","Luzerna (SC)","Total","2519.31"
"4210050","Macieira (SC)","Total","1484.15"
"4210100","Mafra (SC)","Total","2074.10"
"4210209","Major Gercino (SC)","Total","1775.96"
"4210308","Major Vieira (SC)","Total","1336.10"
"4210407","Maracajá (SC)","Total","2125.38"
"4210506","Maravilha (SC)","Total","2222.31"
"4210555","Marema (SC)","Total","2772.77"
"4210605","Massaranduba (SC)","Total","2552.70"
"4210704","Matos Costa (SC)","Total","1282.13"
"4210803","Meleiro (SC)","Total","2058.76"
"4210852","Mirim Doce (SC)","Total","1721.13"
"4210902","Modelo (SC)","Total","2284.66"
"4211009","Mondaí (SC)","Total","2036.85"
"4211058","Monte Carlo (SC)","Total","1325.46"
"4211108","Monte Castelo (SC)","Total","1267.23"
"4211207","Morro da Fumaça (SC)","Total","2258.23"
"4211256","Morro Grande (SC)","Total","1713.47"
"4211306","Navegantes (SC)","Total","2149.50"
"4211405","Nova Erechim (SC)","Total","2830.79"
"4211454","Nova Itaberaba (SC)","Total","2384.97"
"4211504","Nova Trento (SC)","Total","2481.47"
"4211603","Nova Veneza (SC)","Total","2370.29"
"4211652","Novo Horizonte (SC)","Total","1797.24"
"4211702","Orleans (SC)","Total","2278.86"
"4211751","Otacílio Costa (SC)","Total","1905.36"
"4211801","Ouro (SC)","Total","2439.13"
"4211850","Ouro Verde (SC)","Total","1610.78"
"4211876","Paial (SC)","Total","1819.60"
"4211892","Painel (SC)","Total","1432.56"
"4211900","Palhoça (SC)","Total","2380.34"
"4212007","Palma Sola (SC)","Total","1836.57"
"4212056","Palmeira (SC)","Total","1425.40"
"4212106","Palmitos (SC)","Total","2165.59"
"4212205","Papanduva (SC)","Total","1580.48"
"4212239","Paraíso (SC)","Total","1919.04"
"4212254","Passo de Torres (SC)","Total","1668.45"
"4212270","Passos Maia (SC)","Total","1532.82"
"4212304","Paulo Lopes (SC)","Total","1865.91"
"4212403","Pedras Grandes (SC)","Total","1824.69"
"4212502","Penha (SC)","Total","2163.38"
"4212601","Peritiba (SC)","Total","2235.71"
"4212700","Petrolândia (SC)","Total","2022.26"
"4212809","Balneário Piçarras (SC)","Total","2340.89"
"4212908","Pinhalzinho (SC)","Total","2453.14"
"4213005","Pinheiro Preto (SC)","Total","2496.60"
"4213104","Piratuba (SC)","Total","1881.57"
"4213153","Planalto Alegre (SC)","Total","2049.14"
"4213203","Pomerode (SC)","Total","2785.03"
"4213302","Ponte Alta (SC)","Total","1456.05"
"4213351","Ponte Alta do Norte (SC)","Total","1440.92"
"4213401","Ponte Serrada (SC)","Total","1662.65"
"4213500","Porto Belo (SC)","Total","2545.30"
"4213609","Porto União (SC)","Total","2214.25"
"4213708","Pouso Redondo (SC)","Total","1914.86"
"4213807","Praia Grande (SC)","Total","1539.63"
"4213906","Presidente Castello Branco (SC)","Total","2398.16"
"4214003","Presidente Getúlio (SC)","Total","2369.47"
"4214102","Presidente Nereu (SC)","Total","2200.63"
"4214151","Princesa (SC)","Total","1871.94"
"4214201","Quilombo (SC)","Total","1865.35"
"4214300","Rancho Queimado (SC)","Total","2138.78"
"4214409","Rio das Antas (SC)","Total","1908.06"
"4214508","Rio do Campo (SC)","Total","2003.55"
"4214607","Rio do Oeste (SC)","Total","2522.74"
"4214706","Rio dos Cedros (SC)","Total","2177.35"
"4214805","Rio do Sul (SC)","Total","2917.92"
"4214904","Rio Fortuna (SC)","Total","3234.40"
"4215000","Rio Negrinho (SC)","Total","1849.90"
"4215059","Rio Rufino (SC)","Total","1246.92"
"4215075","Riqueza (SC)","Total","1663.80"
"4215109","Rodeio (SC)","Total","2429.72"
"4215208","Romelândia (SC)","Total","1703.71"
"4215307","Salete (SC)","Total","2175.44"
"4215356","Saltinho (SC)","Total","1429.11"
"4215406","Salto Veloso (SC)","Total","2311.73"
"4215455","Sangão (SC)","Total","1999.76"
"4215505","Santa Cecília (SC)","Total","1684.62"
"4215554","Santa Helena (SC)","Total","2020.14"
"4215604","Santa Rosa de Lima (SC)","Total","2192.94"
"4215653","Santa Rosa do Sul (SC)","Total","1555.62"
"4215679","Santa Terezinha (SC)","Total","1180.20"
"4215687","Santa Terezinha do Progresso (SC)","Total","1595.87"
"4215695","Santiago do Sul (SC)","Total","1993.01"
"4215703","Santo Amaro da Imperatriz (SC)","Total","2511.93"
"4215752","São Bernardino (SC)","Total","1494.96"
"4215802","São Bento do Sul (SC)","Total","2276.09"
"4215901","São Bonifácio (SC)","Total","1897.09"
"4216008","São Carlos (SC)","Total","2393.90"
"4216057","São Cristóvão do Sul (SC)","Total","1386.08"
"4216107","São Domingos (SC)","Total","2227.36"
"4216206","São Francisco do Sul (SC)","Total","2291.14"
"4216255","São João do Oeste (SC)","Total","2309.27"
"4216305","São João Batista (SC)","Total","2278.29"
"4216354","São João do Itaperiú (SC)","Total","2162.52"
"4216404","São João do Sul (SC)","Total","1399.45"
"4216503","São Joaquim (SC)","Total","1656.03"
"4216602","São José (SC)","Total","2966.66"
"4216701","São José do Cedro (SC)","Total","2109.66"
"4216800","São José do Cerrito (SC)","Total","1124.13"
"4216909","São Lourenço do Oeste (SC)","Total","2083.83"
"4217006","São Ludgero (SC)","Total","2305.96"
"4217105","São Martinho (SC)","Total","2138.16"
"4217154","São Miguel da Boa Vista (SC)","Total","1850.26"
"4217204","São Miguel do Oeste (SC)","Total","2608.94"
"4217253","São Pedro de Alcântara (SC)","Total","2295.81"
"4217303","Saudades (SC)","Total","2133.29"
"4217402","Schroeder (SC)","Total","2488.78"
"4217501","Seara (SC)","Total","2696.86"
"4217550","Serra Alta (SC)","Total","2613.09"
"4217600","Siderópolis (SC)","Total","2269.17"
"4217709","Sombrio (SC)","Total","1932.11"
"4217758","Sul Brasil (SC)","Total","1769.99"
"4217808","Taió (SC)","Total","2155.84"
"4217907","Tangará (SC)","Total","2206.60"
"4217956","Tigrinhos (SC)","Total","1523.52"
"4218004","Tijucas (SC)","Total","2344.57"
"4218103","Timbé do Sul (SC)","Total","1805.20"
"4218202","Timbó (SC)","Total","2812.56"
"4218251","Timbó Grande (SC)","Total","1250.72"
"4218301","Três Barras (SC)","Total","1534.35"
"4218350","Treviso (SC)","Total","2156.02"
"4218400","Treze de Maio (SC)","Total","2101.25"
"4218509","Treze Tílias (SC)","Total","2993.72"
"4218608","Trombudo Central (SC)","Total","2408.74"
"4218707","Tubarão (SC)","Total","2637.61"
"4218756","Tunápolis (SC)","Total","2086.22"
"4218806","Turvo (SC)","Total","2210.56"
"4218855","União do Oeste (SC)","Total","1777.60"
"4218905","Urubici (SC)","Total","1750.38"
"4218954","Urupema (SC)","Total","1499.89"
"4219002","Urussanga (SC)","Total","2419.50"
"4219101","Vargeão (SC)","Total","1829.42"
"4219150","Vargem (SC)","Total","1320.67"
"4219176","Vargem Bonita (SC)","Total","1890.44"
"4219200","Vidal Ramos (SC)","Total","2050.64"
"4219309","Videira (SC)","Total","2449.30"
"4219358","Vitor Meireles (SC)","Total","1556.43"
"4219408","Witmarsum (SC)","Total","2098.20"
"4219507","Xanxerê (SC)","Total","2399.48"
"4219606","Xavantina (SC)","Total","3354.47"
"4219705","Xaxim (SC)","Total","2054.47"
"4219853","Zortéa (SC)","Total","2088.91"
"4300034","Aceguá (RS)","Total","1861.41"
"4300059","Água Santa (RS)","Total","2713.06"
"4300109","Agudo (RS)","Total","2173.35"
"4300208","Ajuricaba (RS)","Total","2385.45"
"4300307","Alecrim (RS)","Total","1337.95"
"4300406","Alegrete (RS)","Total","1886.14"
"4300455","Alegria (RS)","Total","1908.90"
"4300471","Almirante Tamandaré do Sul (RS)","Total","1849.94"
"4300505","Alpestre (RS)","Total","1415.17"
"4300554","Alto Alegre (RS)","Total","2118.17"
"4300570","Alto Feliz (RS)","Total","1977.21"
"4300604","Alvorada (RS)","Total","1641.13"
"4300638","Amaral Ferrador (RS)","Total","1240.94"
"4300646","Ametista do Sul (RS)","Total","1406.44"
"4300661","André da Rocha (RS)","Total","2015.94"
"4300703","Anta Gorda (RS)","Total","2183.77"
"4300802","Antônio Prado (RS)","Total","2489.75"
"4300851","Arambaré (RS)","Total","1498.82"
"4300877","Araricá (RS)","Total","1515.69"
"4300901","Aratiba (RS)","Total","2539.30"
"4301008","Arroio do Meio (RS)","Total","2429.91"
"4301057","Arroio do Sal (RS)","Total","1896.75"
"4301073","Arroio do Padre (RS)","Total","2070.06"
"4301107","Arroio dos Ratos (RS)","Total","1555.02"
"4301206","Arroio do Tigre (RS)","Total","1695.46"
"4301305","Arroio Grande (RS)","Total","1350.63"
"4301404","Arvorezinha (RS)","Total","1846.15"
"4301503","Augusto Pestana (RS)","Total","2643.50"
"4301552","Áurea (RS)","Total","1703.79"
"4301602","Bagé (RS)","Total","1958.73"
"4301636","Balneário Pinhal (RS)","Total","1670.04"
"4301651","Barão (RS)","Total","2413.43"
"4301701","Barão de Cotegipe (RS)","Total","2041.88"
"4301750","Barão do Triunfo (RS)","Total","1198.57"
"4301800","Barracão (RS)","Total","1654.75"
"4301859","Barra do Guarita (RS)","Total","1456.53"
"4301875","Barra do Quaraí (RS)","Total","1147.15"
"4301909","Barra do Ribeiro (RS)","Total","1568.92"
"4301925","Barra do Rio Azul (RS)","Total","1935.26"
"4301958","Barra Funda (RS)","Total","2247.66"
"4302006","Barros Cassal (RS)","Total","1387.35"
"4302055","Benjamin Constant do Sul (RS)","Total","1173.24"
"4302105","Bento Gonçalves (RS)","Total","2928.35"
"4302154","Boa Vista das Missões (RS)","Total","1471.87"
"4302204","Boa Vista do Buricá (RS)","Total","2328.29"
"4302220","Boa Vista do Cadeado (RS)","Total","1920.63"
"4302238","Boa Vista do Incra (RS)","Total","1870.50"
"4302253","Boa Vista do Sul (RS)","Total","2467.62"
"4302303","Bom Jesus (RS)","Total","1449.28"
"4302352","Bom Princípio (RS)","Total","2280.02"
"4302378","Bom Progresso (RS)","Total","1536.74"
"4302402","Bom Retiro do Sul (RS)","Total","1832.94"
"4302451","Boqueirão do Leão (RS)","Total","1688.49"
"4302501","Bossoroca (RS)","Total","1342.08"
"4302584","Bozano (RS)","Total","2407.04"
"4302600","Braga (RS)","Total","1359.53"
"4302659","Brochier (RS)","Total","1709.63"
"4302709","Butiá (RS)","Total","1544.10"
"4302808","Caçapava do Sul (RS)","Total","1467.10"
"4302907","Cacequi (RS)","Total","1510.26"
"4303004","Cachoeira do Sul (RS)","Total","1859.68"
"4303103","Cachoeirinha (RS)","Total","2181.05"
"4303202","Cacique Doble (RS)","Total","1575.87"
"4303301","Caibaté (RS)","Total","1663.28"
"4303400","Caiçara (RS)","Total","1854.91"
"4303509","Camaquã (RS)","Total","1737.33"
"4303558","Camargo (RS)","Total","2585.68"
"4303608","Cambará do Sul (RS)","Total","1667.34"
"4303673","Campestre da Serra (RS)","Total","1911.39"
"4303707","Campina das Missões (RS)","Total","1689.20"
"4303806","Campinas do Sul (RS)","Total","2114.93"
"4303905","Campo Bom (RS)","Total","2216.23"
"4304002","Campo Novo (RS)","Total","1518.39"
"4304101","Campos Borges (RS)","Total","1525.09"
"4304200","Candelária (RS)","Total","1529.19"
"4304309","Cândido Godói (RS)","Total","1827.77"
"4304358","Candiota (RS)","Total","1776.33"
"4304408","Canela (RS)","Total","2085.08"
"4304507","Canguçu (RS)","Total","1345.19"
"4304606","Canoas (RS)","Total","2433.19"
"4304614","Canudos do Vale (RS)","Total","2228.39"
"4304622","Capão Bonito do Sul (RS)","Total","1240.70"
"4304630","Capão da Canoa (RS)","Total","2190.58"
"4304655","Capão do Cipó (RS)","Total","1466.67"
"4304663","Capão do Leão (RS)","Total","1317.19"
"4304671","Capivari do Sul (RS)","Total","2512.29"
"4304689","Capela de Santana (RS)","Total","1443.36"
"4304697","Capitão (RS)","Total","2305.83"
"4304705","Carazinho (RS)","Total","2171.58"
"4304713","Caraá (RS)","Total","1207.98"
"4304804","Carlos Barbosa (RS)","Total","3000.89"
"4304853","Carlos Gomes (RS)","Total","1887.63"
"4304903","Casca (RS)","Total","2560.85"
"4304952","Caseiros (RS)","Total","1563.48"
"4305009","Catuípe (RS)","Total","2052.55"
"4305108","Caxias do Sul (RS)","Total","3025.48"
"4305116","Centenário (RS)","Total","1676.80"
"4305124","Cerrito (RS)","Total","1135.25"
"4305132","Cerro Branco (RS)","Total","1245.49"
"4305157","Cerro Grande (RS)","Total","1298.06"
"4305173","Cerro Grande do Sul (RS)","Total","1314.54"
"4305207","Cerro Largo (RS)","Total","2146.44"
"4305306","Chapada (RS)","Total","2007.89"
"4305355","Charqueadas (RS)","Total","1967.50"
"4305371","Charrua (RS)","Total","2143.96"
"4305405","Chiapetta (RS)","Total","1913.59"
"4305439","Chuí (RS)","Total","1330.29"
"4305447","Chuvisca (RS)","Total","1386.62"
"4305454","Cidreira (RS)","Total","1887.51"
"4305504","Ciríaco (RS)","Total","1702.35"
"4305587","Colinas (RS)","Total","2542.98"
"4305603","Colorado (RS)","Total","2418.84"
"4305702","Condor (RS)","Total","1910.54"
"4305801","Constantina (RS)","Total","1836.53"
"4305835","Coqueiro Baixo (RS)","Total","1741.66"
"4305850","Coqueiros do Sul (RS)","Total","2152.27"
"4305871","Coronel Barros (RS)","Total","2499.60"
"4305900","Coronel Bicaco (RS)","Total","1317.04"
"4305934","Coronel Pilar (RS)","Total","2655.07"
"4305959","Cotiporã (RS)","Total","2273.81"
"4305975","Coxilha (RS)","Total","1817.71"
"4306007","Crissiumal (RS)","Total","1582.36"
"4306056","Cristal (RS)","Total","1524.47"
"4306072","Cristal do Sul (RS)","Total","1069.38"
"4306106","Cruz Alta (RS)","Total","2111.73"
"4306130","Cruzaltense (RS)","Total","1803.49"
"4306205","Cruzeiro do Sul (RS)","Total","1940.21"
"4306304","David Canabarro (RS)","Total","1916.29"
"4306320","Derrubadas (RS)","Total","1314.36"
"4306353","Dezesseis de Novembro (RS)","Total","1069.97"
"4306379","Dilermando de Aguiar (RS)","Total","1296.77"
"4306403","Dois Irmãos (RS)","Total","2338.93"
"4306429","Dois Irmãos das Missões (RS)","Total","1337.59"
"4306452","Dois Lajeados (RS)","Total","2468.49"
"4306502","Dom Feliciano (RS)","Total","1192.04"
"4306551","Dom Pedro de Alcântara (RS)","Total","1365.10"
"4306601","Dom Pedrito (RS)","Total","1648.66"
"4306700","Dona Francisca (RS)","Total","1685.94"
"4306734","Doutor Maurício Cardoso (RS)","Total","1634.61"
"4306759","Doutor Ricardo (RS)","Total","2260.98"
"4306767","Eldorado do Sul (RS)","Total","1808.99"
"4306809","Encantado (RS)","Total","2366.78"
"4306908","Encruzilhada do Sul (RS)","Total","1336.51"
"4306924","Engenho Velho (RS)","Total","2291.17"
"4306932","Entre-Ijuís (RS)","Total","1508.20"
"4306957","Entre Rios do Sul (RS)","Total","1525.61"
"4306973","Erebango (RS)","Total","1809.01"
"4307005","Erechim (RS)","Total","2517.50"
"4307054","Ernestina (RS)","Total","1695.81"
"4307104","Herval (RS)","Total","1365.38"
"4307203","Erval Grande (RS)","Total","1674.67"
"4307302","Erval Seco (RS)","Total","1294.77"
"4307401","Esmeralda (RS)","Total","1471.88"
"4307450","Esperança do Sul (RS)","Total","1292.01"
"4307500","Espumoso (RS)","Total","2093.05"
"4307559","Estação (RS)","Total","2117.56"
"4307609","Estância Velha (RS)","Total","2186.19"
"4307708","Esteio (RS)","Total","2399.26"
"4307807","Estrela (RS)","Total","2591.99"
"4307815","Estrela Velha (RS)","Total","1555.54"
"4307831","Eugênio de Castro (RS)","Total","1442.15"
"4307864","Fagundes Varela (RS)","Total","2863.70"
"4307906","Farroupilha (RS)","Total","2702.24"
"4308003","Faxinal do Soturno (RS)","Total","2042.47"
"4308052","Faxinalzinho (RS)","Total","1268.19"
"4308078","Fazenda Vilanova (RS)","Total","1689.48"
