id_municipio,id_municipio_tse,Name,State,Region,Population,Dose1 Applied,Dose2 Applied,Dose3 Applied,Dose4 Applied,Dose1 Received,Dose2 Received,Dose3 Received,Dose4 Received,Doses Applied,Doses Received,Bolsonaro Share 18,Bolsonaro Share 22,Far-left 18,Far-right18,PSL coligation 18,Ciro Share 18,Far-left 22,Far-right 22,PL coligation 22,Tebet Share 22,Vaccination coverage,BCG coverage,Polio coverage,elderly(>70yo),Rural pop.,White,Black,Brown,Indigenous,Pop. density,Catholic,Evangelic,Pentecostal Evangelic,Umbanda/Candomble,No religion,Education 8-10y,Education 11-14y,Education 15y plus,Income (BRL),Education 8y less
1100114,159,Jaru,RO,Norte,51469,0.7891157784297343,0.6567059783559036,0.10785132798383493,0.0015154753346674698,0.9401387242806349,0.7816161184402262,0.1275719365054693,0.0021760671472148283,1.5551885601041404,1.8515028463735452,0.779385242687995,0.7684543230016313,0.005598963773868717,0.02690845276396607,0.07955542556303012,0.044332093761751554,0.0007565114017075543,0.002413631614971721,0.11480961129723694,0.029215749846896504,93.78,108.63,109.69,3.44,32.47,33.14,8.25,57.03,0.11,17.66,0.42472167712603703,0.11838193864267811,0.21762614389244012,0.0,0.15947463521731528,11.05,7.74,0.87,1486.35,79.75
1100122,51,Ji-Paraná,RO,Norte,131026,0.7196357974753103,0.5549432936974341,0.10634530551188313,0.002984140552256804,0.7367163769022942,0.5667195823729642,0.10771907865614458,0.003136782012730298,1.3839085372368842,1.4142918199441332,0.7739177592752098,0.7547045180988169,0.005567737956554512,0.03222435414239704,0.13583567463852533,0.0623929281162201,0.0006744780637773909,0.0036861010462252756,0.5016548240867097,0.03287688422505607,90.01,107.9,95.22,3.19,10.08,39.45,5.95,51.74,1.21,16.91,0.36099705401981286,0.1121456810098759,0.1996855585914246,0.0,0.13092058064811565,14.25,12.41,1.80,1964.6,70.83
1100130,396,Machadinho D'Oeste,RO,Norte,41724,0.5469513948806443,0.4305196050234877,0.0719010641357492,0.0008628127696289905,0.5773176109673089,0.48914293931550185,0.08134407055891094,0.0011983510689291535,1.0502348768095102,1.149002971910651,0.6724869220981196,0.7075123152709359,0.0058907026259758695,0.014052519517388219,0.062029808374733854,0.07075940383250533,0.0004573668735707285,0.0022868343678536427,0.27638026788631165,0.03221169552433845,94.84,107.13,112.03,2.43,48.06,30.91,8.06,59.67,0.15,3.66,0.32223660243504937,0.07401016201706452,0.1661633592177164,0.0,0.13754673569168824,9.22,4.66,0.55,1161.47,85.11
1100148,370,Nova Brasilândia D'Oeste,RO,Norte,20504,0.6324131876706984,0.5205813499804917,0.09086031993757315,0.0013168162309793211,0.6782091299258681,0.5588177916504097,0.09661529457666797,0.0015606710885680843,1.2451716738197425,1.3352028872415138,0.706717123935667,0.7232082242265542,0.006382731809214344,0.017291400719507948,0.09156318904491122,0.06034582801439016,0.00031602233224481196,0.0012640893289792478,0.35752659854629726,0.030022121563257138,84.89,55.8,98.66,3.41,57.83,39.48,6.41,52.8,0.45,17.2,0.4770288724151385,0.10271166601638705,0.21864026531408506,0.0,0.1438255950058525,13.63,6.28,0.44,1186.4,75.47999999999999
1100155,175,Ouro Preto do Oeste,RO,Norte,35445,0.7746931866271689,0.5704048525885175,0.10909860347016505,0.0035265904923120327,0.8767668218366483,0.6467766962900268,0.12097616024827197,0.004147270418958951,1.4577232331781633,1.648666948793906,0.7458186738836265,0.7136028873823342,0.008764537333558066,0.03281083206921737,0.10725321647283555,0.051688297095342436,0.0008317737575379496,0.0018714909544603868,0.15164275317113746,0.031451445206903725,57.76,62.8,69.2,3.87,25.70,35.41,7.77,55.85,0.20,19.25,0.48040626322471436,0.10808294540837918,0.2505854140217238,0.0,0.1704894907603329,11.75,8.94,1.18,1700.7,77.42
1100189,116,Pimenta Bueno,RO,Norte,37098,0.7695563103132245,0.6527845166855356,0.10906248315273061,0.0007817132999083508,0.7857296889320179,0.651140223192625,0.11051808722842202,0.0009434470860962855,1.532185023451399,1.548331446439161,0.7783641160949868,0.7519009013545496,0.00581596222503743,0.03662328688241391,0.12340204998272486,0.04549118968098583,0.0006027727546714888,0.0030138637733574444,0.2121760096443641,0.03134418324291742,91.04,97.72,97.4,3.13,13.02,40.81,6.03,50.89,0.77,5.42,0.42821715456358833,0.07477492048088846,0.1962639495390587,0.0,0.1324869265189498,15.57,10.95,1.92,1901.67,69.5
1100205,35,Porto Velho,RO,Norte,548952,0.6937018172809281,0.5370742797184453,0.11177479998251214,0.0009290429764350982,0.6969115696818665,0.5363255803786123,0.11032294262522042,0.0012113991751555692,1.3434799399583206,1.3447714918608549,0.6894212256008498,0.6463397407753833,0.010979358805445762,0.056680108063507276,0.09514557077139423,0.09908039552308327,0.001001378415632855,0.005878537257763723,0.2392443039001054,0.049635125273656044,67.75,61.0,72.85,2.19,8.41,29.02,6.99,61.34,0.51,12.57,0.3776213585158629,0.04908261560209271,0.1651747329456856,0.0008507119019513546,0.10977644675672918,17.0,19.9,3.64,2643.47,58.81
1100254,191,Presidente Médici,RO,Norte,18165,0.9019543077346546,0.7181392788329205,0.1428020919350399,0.0005505092210294523,0.9571153316818056,0.7715937241948803,0.14819708230112855,0.0014313239746765757,1.7634461877236445,1.878337462152491,0.7228736273962405,0.7327946008347394,0.006555723651033787,0.019868885526979324,0.10569843671205245,0.05738779626828038,0.0004819741661846925,0.0031810294968189707,0.5326778484673221,0.03865432812801234,72.52,82.35,76.47,4.56,40.40,39.73,4.83,54.1,0.05,12.69,0.6289567850261492,0.1233140655105973,0.26518029176988717,0.0,0.14891274428846682,10.21,6.44,0.65,1376.17,81.03
1100262,647,Rio Crespo,RO,Norte,3843,0.7254748894093156,0.5571168358053604,0.11553473848555816,0.00078064012490242,0.6770752016653656,0.5297944314337757,0.11501431173562321,0.00156128024980484,1.3989071038251366,1.3234452250845694,0.728463476070529,0.7480785653287788,0.0058451047247929854,0.00535801266439357,0.0472479298587433,0.049196298100340964,0.0,0.0013339261894175188,0.23210315695864828,0.03201422854602046,106.94,120.41,97.96,3.99,67.91,42.04,6.50,50.63,0.10,1.93,0.45693468644288315,0.07988550611501431,0.20452771272443404,0.0,0.050221181368722355,7.7,5.34,1.02,1299.56,85.58
1100288,299,Rolim de Moura,RO,Norte,55748,0.7836873071679702,0.6196455478223434,0.09480160723254646,0.0022960464949415226,0.7734268493937002,0.6144256296189998,0.09643395278754395,0.0026548037597761355,1.5004305087178016,1.48694123556002,0.7596781055019852,0.7403595490401869,0.006670613775409512,0.035287152161042036,0.1327807381093349,0.0592855733175449,0.0008332070898348735,0.0028026056658082108,0.4342523860021209,0.031813361611876985,56.26,5.3,65.52,3.68,18.20,39.77,6.85,52.01,0.13,34.74,0.43196168472411567,0.098694123556002,0.19430293463442636,0.0,0.1512520628542728,14.21,8.0,1.49,1659.54,73.69
1100296,353,Santa Luzia D'Oeste,RO,Norte,5942,1.0294513631773814,0.8786603837091889,0.1883204308313699,0.004880511612251767,1.0656344665095927,0.8934702120498149,0.17788623359138336,0.004207337596768765,2.1013126893301917,2.1411982497475597,0.6516542155816435,0.6583953680727874,0.0050022737608003635,0.034788540245566164,0.06980445657116871,0.06093678944974989,0.0002284669865204478,0.00205620287868403,0.36828878227096185,0.0415809915467215,69.22,42.86,78.57,4.31,49.08,34.95,5.57,57.63,0.09,7.42,0.8407943453382699,0.1137664086166274,0.3221137664086166,0.0,0.1563446650959273,12.21,5.5,0.79,1356.63,79.24000000000001
1100304,132,Vilhena,RO,Norte,104517,0.7061626338299033,0.5684242754767167,0.08079068476898495,0.0007558578987150416,0.6941550178439871,0.558674665365443,0.08318264014466546,0.0010620281868021471,1.35613345197432,1.3370743515408976,0.8131190598081331,0.7743061258006241,0.004398979644958093,0.02826799937529283,0.33403612889791245,0.057082617523036075,0.000697554060439684,0.0044553452892599175,0.12486217681870344,0.03537274138745753,92.1,61.64,106.69,2.87,5.23,44.32,5.13,49.0,0.72,6.62,0.3462977314695217,0.07607374876814298,0.14519169130380705,0.0017126400489872462,0.08994708994708994,17.74,13.68,2.46,2127.82,64.62
1100320,418,São Miguel do Guaporé,RO,Norte,23147,0.6377932345444334,0.47133537823476046,0.05426189138981293,0.0011232557134833888,0.6592214973862703,0.48507365965351884,0.05694042424504255,0.0013824685704410939,1.1645137598824902,1.2026180498552728,0.6713324850027268,0.6817385766597676,0.0055357848952155,0.018287860814551207,0.1320680110715698,0.06494661921708185,0.00017091095539224064,0.0019654759870107673,0.1897111604853871,0.03589130063237053,68.52,66.4,75.0,2.57,61.20,37.37,5.97,55.03,0.28,2.73,0.5179504903443211,0.0854970406532164,0.19929148485764894,0.0,0.10990625135006696,9.23,2.6,0.08,1158.88,85.68
1100338,434,Nova Mamoré,RO,Norte,32184,0.49142431021625654,0.37540392741735024,0.04008202833706189,0.00018642803877703205,0.47240865026099926,0.36142182450907284,0.04020631369624658,0.0002796420581655481,0.9070966940094457,0.8743164305244843,0.7554466707498468,0.7792425512459041,0.003110704483074108,0.012442817932296431,0.08728270814272644,0.049039341262580055,0.00032131094867057596,0.0010442605831793717,0.19656197284922483,0.018073740862719897,59.39,58.52,64.89,2.1,42.04,29.88,4.46,61.77,1.97,2.24,0.32354586129753915,0.03955381556052697,0.19139945314441958,0.0007457121551081282,0.10073328361918966,9.21,6.03,0.25,1068.44,83.8
1100346,337,Alvorada D'Oeste,RO,Norte,13807,0.7541826609690736,0.6208444991670892,0.12051857753313537,0.0005794162381400739,0.7883682190193381,0.6290287535308177,0.12218439921778808,0.0010139784167451293,1.4961251539074383,1.540595350184689,0.6266896368937185,0.6440101954120646,0.0078397212543554,0.01524390243902439,0.0903019744483159,0.06445993031358885,0.0009221446449743117,0.0036885785798972466,0.3674087735476222,0.03319720721907522,88.9,76.4,108.99,3.81,47.64,35.74,7.06,55.74,0.12,5.56,0.6448178460201347,0.12435721011081335,0.250742377055117,0.00043456217860505543,0.16795828203085392,10.85,6.12,0.62,1355.93,81.51
1100379,736,Alto Alegre dos Parecis,RO,Norte,13268,0.6466686765149231,0.49743744347301777,0.07220379861320471,0.0002261079288513717,0.644181489297558,0.49057883629785953,0.07242990654205607,0.00030147723846849563,1.216536026529997,1.207491709375942,0.6281073914484587,0.6805332476710568,0.005385996409335727,0.013644524236983842,0.06768402154398563,0.06050269299820467,0.0,0.0015295717199184228,0.2902787219578518,0.032800815771583954,71.57,49.42,83.72,2.71,71.47,35.36,7.18,55.37,0.09,3.24,0.5467289719626168,0.09232740428097679,0.1601597829363883,0.0,0.12224902019897498,5.93,2.64,0.25,1026.31,89.71000000000001
1100403,639,Alto Paraíso,RO,Norte,22258,0.4882738790547219,0.39203881750381886,0.07745529697187528,0.0008086979962260761,0.5175667175846886,0.42825051666816427,0.07839877796747237,0.0009884086620540928,0.9585766915266422,1.0252044208823794,0.7163860266398593,0.7626412849494348,0.004851098234739253,0.010780218299420564,0.08705026276782105,0.038808785877914025,0.00037674243375612206,0.0025116162250408136,0.345598392565616,0.02197664196910712,66.82,86.78,83.06,2.95,52.13,35.5,6.99,54.79,0.10,6.46,0.42326354569143676,0.03167400485218798,0.16798454488273878,0.0,0.08810315392218528,8.51,3.14,0.21,1273.9,87.61
1100452,779,Buritis,RO,Norte,41043,0.5163852544891943,0.3912238384133713,0.06478571254537924,0.0011451404624418294,0.5642618716955389,0.42362887703140606,0.06692980532612139,0.0012669639158930878,0.9735399459103866,1.0560875179689593,0.7736936220941785,0.7928712116398755,0.004670850970661217,0.011458181287403299,0.07947744854765727,0.052911983652021606,0.0004152536507716797,0.0024223129628347983,0.24008581908782614,0.022769741850647104,72.0,102.06,81.01,2.12,44.04,36.2,6.28,55.66,0.15,9.92,0.31315936944180495,0.07918524474331798,0.21701629997807179,0.0,0.12596545086860123,10.36,3.72,0.54,1293.36,85.02000000000001
1100502,515,Novo Horizonte do Oeste,RO,Norte,8125,0.7932307692307692,0.6498461538461539,0.11298461538461538,0.00012307692307692307,0.8540307692307693,0.6838153846153846,0.11716923076923078,0.0003692307692307692,1.5561846153846153,1.6553846153846155,0.6123955702350884,0.6492126731170555,0.006266424095411361,0.012532848190822721,0.053972104305639784,0.04730139478471801,0.0,0.0017985611510791368,0.17765787370103917,0.03717026378896882,83.13,52.75,109.89,3.88,83.08,42.97,6.27,49.75,0.26,12.14,0.6296615384615385,0.11421538461538462,0.31101538461538464,0.0,0.1659076923076923,10.77,3.35,0.20,1093.58,81.12
1100601,620,Cacaulândia,RO,Norte,6307,0.5734897732677977,0.48913905184715395,0.11193911526874901,0.0022197558268590455,0.5498652291105122,0.4582210242587601,0.10258442999841447,0.0015855398763278896,1.1767876962105597,1.1122562232440145,0.739195791055994,0.7615437629221227,0.005592841163310962,0.023117076808351976,0.050335570469798654,0.030574198359433258,0.0007194244604316547,0.0014388489208633094,0.10863309352517986,0.03669064748201439,73.68,42.25,78.87,3.63,63.93,31.6,10.50,56.46,0.13,2.92,0.48691929602029493,0.07420326621214524,0.13699064531472965,0.0,0.14761376248612654,7.64,3.4,0.65,1467.37,87.52000000000001
1100700,671,Campo Novo de Rondônia,RO,Norte,14391,0.44868320478076573,0.36974497950107704,0.05593773886456813,0.0048641512056146205,0.5249808908345494,0.4205406156625669,0.06351191717045375,0.004794663331248697,0.8792300743520256,1.0138280869988188,0.6677191679049034,0.722561539885249,0.004505350103247607,0.017458231650084477,0.035291909142106254,0.04786934484700582,0.0003907013088493846,0.0021488571986716157,0.18167610861496386,0.035553819105294,53.86,35.63,71.26,1.77,73.38,34.88,10.96,53.77,0.06,3.68,0.342714196372733,0.05350566326176082,0.25918977138489335,0.0,0.2008894447918838,6.98,2.89,0.33,1057.46,89.42
1100809,477,Candeias do Jamari,RO,Norte,28068,0.605814450619923,0.4212626478552088,0.06544819723528573,0.0005344164172723387,0.5573250676927461,0.4012042183269203,0.0662320079806185,0.0006056719395753171,1.09305971212769,1.0253669659398603,0.6118336060632159,0.6237295965506622,0.008558831157603527,0.02619521051266534,0.06579061122157863,0.06665513962133657,0.00031600568810238584,0.0022910412387422974,0.5146152630747354,0.03776267972823511,42.01,38.54,70.28,2.54,34.85,24.3,7.01,67.2,0.04,2.89,0.3303762291577597,0.026970215191677353,0.13342596551232722,0.0004631608949693601,0.1317514607382072,11.59,5.8,0.46,1385.87,80.22999999999999
1100908,531,Castanheiras,RO,Norte,2923,0.9503934314060897,0.8535750940814232,0.4057475196715703,0.0386589120766336,0.8723913787204927,0.7290455011974,0.308587068080739,0.02668491276086213,2.2483749572357166,1.9367088607594938,0.5882352941176471,0.6113615870153292,0.004371053909664886,0.01651287032540068,0.0519669742593492,0.05779504613890238,0.0004666355576294914,0.0018665422305179655,0.23891740550629958,0.03033131124591694,81.29,5.13,105.13,4.14,76.62,41.32,5.42,53.0,-,4.0,0.7471775573041396,0.06602805336982552,0.18645227505987,0.0,0.16284639069449197,12.7,4.4,0.38,1307.89,79.63
1100924,809,Chupinguaia,RO,Norte,11755,0.6036580178647384,0.4176095278604849,0.05359421522756274,0.0005104210974053594,0.6069757549978733,0.43105061675882606,0.057507443641003825,0.0006805614632071459,1.0753721820501914,1.0962143768609103,0.6702477526858145,0.6788173349534224,0.0041850732387816785,0.009532666821669379,0.07835387119274587,0.04138572425017438,0.0008460236886632825,0.0025380710659898475,0.34581218274111675,0.022208121827411168,41.96,40.83,41.42,1.91,55.87,34.01,5.34,57.08,3.29,1.62,0.3849425776265419,0.04789451297320289,0.13236920459378987,0.0,0.09757549978732455,7.75,5.98,1.10,1453.0,83.62
1100940,680,Cujubim,RO,Norte,27131,0.3839150786922708,0.28038037669087024,0.040212303269322916,0.0001474328259186908,0.3481626184069883,0.25749143046699347,0.03648962441487597,0.0004422984777560724,0.7046551914783826,0.6425859717666138,0.737037037037037,0.7709023453027694,0.006241640659830584,0.008173577054540051,0.06419973250111458,0.03715262297518205,0.0008329862557267805,0.003609607108149382,0.33805358878245173,0.024295432458697766,100.23,125.36,112.92,1.45,30.35,29.52,9.44,59.92,-,4.1,0.2522207069404003,0.04371383288489182,0.1312152150676348,0.0,0.13051490914452102,7.28,2.86,0.51,1453.64,89.06
1101005,612,Governador Jorge Teixeira,RO,Norte,7130,0.9302945301542777,0.7680224403927068,0.1708274894810659,0.0012622720897615708,0.8920056100981767,0.726647966339411,0.16269284712482468,0.0016830294530154279,1.8704067321178122,1.7830294530154278,0.6793859649122806,0.7018393030009681,0.007643590303559729,0.011356191308145884,0.03843633981218607,0.04760864817645774,0.00040120361083249747,0.004613841524573721,0.11474423269809428,0.03510531594784353,62.26,59.63,62.39,3.68,77.54,32.99,5.84,59.16,1.07,2.07,0.8140252454417952,0.07657784011220196,0.30575035063113604,0.0,0.20659186535764376,4.68,1.86,0.06,1189.06,92.62
1101104,493,Itapuã do Oeste,RO,Norte,10819,0.6278768832609298,0.5237082909695905,0.16073574267492374,0.022737776134578058,0.6388760513910713,0.5661336537572789,0.1631389222663832,0.022645346150291155,1.3350586930400221,1.3907939735650245,0.6249388753056234,0.6249428962996803,0.007222914072229141,0.030136986301369864,0.0722291407222914,0.05628891656288917,0.0002382654276864427,0.0033357159876101976,0.4851084107695973,0.0340719561591613,111.95,112.63,140.0,2.73,39.04,26.53,7.62,64.48,0.20,2.1,0.27932341251501985,0.07181809779092338,0.2278399112672151,0.0,0.1723819206950735,11.84,6.05,0.45,1237.89,80.99000000000001
1101203,604,Ministro Andreazza,RO,Norte,9461,0.6295317619701934,0.550047563682486,0.11816932670965015,0.00021139414438220062,0.7123982665680161,0.5815452911954339,0.11626677941021034,0.00042278828876440123,1.2979600465067118,1.4106331254624247,0.6516750803120698,0.654557463672391,0.006490264603095357,0.01797304043934099,0.06240639041437843,0.06839740389415876,0.0,0.002808331383103206,0.14135267961619472,0.028317341446290663,85.04,55.0,111.0,3.48,70.31,43.87,6.50,49.19,0.06,12.97,0.5571292675192897,0.11225029066694853,0.25388436740302295,0.0,0.1360321319099461,12.05,4.09,0.20,1283.37,82.02
1101302,574,Mirante da Serra,RO,Norte,10691,0.7390328313534749,0.5660836217379104,0.12281358151716397,0.0001870732391731363,0.7817790665045365,0.6023758301374988,0.12739687587690582,0.0005612197175194089,1.4281171078477224,1.5121129922364607,0.6214699175583231,0.6288058053320713,0.005703771849126035,0.027598896044158234,0.07801287948482061,0.05390984360625575,0.0003337783711615487,0.001835781041388518,0.31558744993324434,0.026869158878504672,39.72,65.38,48.08,4.46,45.75,36.39,5.51,54.98,1.45,9.97,0.492096155644935,0.08231222523617997,0.2821999812926761,0.0,0.1875409222710691,8.05,5.48,0.57,1308.19,85.16
1101401,663,Monte Negro,RO,Norte,16158,0.5985889342740438,0.4461567025621983,0.06764451045921525,0.0017328877336303997,0.5941329372447085,0.43829681891323186,0.06789206584973388,0.0017328877336303997,1.1141230350290878,1.1020547097413047,0.7239750038103947,0.7506717578843162,0.008410028562361156,0.01539193906696287,0.06918438590923516,0.04030466518565535,0.00014784151389710232,0.0008870490833826139,0.12699586043761088,0.033560023654642224,103.69,92.0,106.5,3.07,47.56,36.24,6.98,56.06,0.11,7.3,0.39813095680158433,0.06702562198291868,0.22391385072409953,0.0,0.14704790196806536,8.4,4.18,0.68,1299.6,86.21000000000001
1101435,744,Nova União,RO,Norte,6822,0.7484608619173263,0.6348578129580769,0.14878334799179127,0.000732922896511287,0.7254470829668719,0.6077396657871592,0.13280562884784522,0.0010260920551158018,1.5328349457637056,1.4670184696569921,0.5537733368393374,0.5657340925971776,0.010580575149213239,0.014378730330982095,0.048833423765599564,0.0341833966359197,0.0002587991718426501,0.002329192546583851,0.2246376811594203,0.018633540372670808,39.39,104.26,64.89,3.22,79.43,33.85,6.10,59.0,-,9.28,0.5482263265904427,0.1197596012899443,0.2206097918498974,0.0,0.16710642040457344,5.83,3.25,0.06,1153.35,90.69999999999999
1101450,701,Parecis,RO,Norte,6319,0.4888431713878778,0.4125652793163475,0.08909637600886217,0.0003165057762304162,0.5470802342142744,0.45007121379965187,0.09495173286912487,0.0009495173286912486,0.9908213324893179,1.0930526982117423,0.587889742431089,0.6084885231702035,0.005772646536412078,0.023090586145648313,0.03374777975133215,0.06571936056838366,0.0,0.0021331058020477816,0.47013651877133106,0.026450511945392493,59.36,47.06,62.75,2.48,63.12,43.72,8.70,46.33,0.87,1.89,0.4285488210159835,0.05348947618294034,0.13593923089096377,0.0,0.11014401012818484,9.25,1.69,0.56,1217.23,87.6
1101468,787,Pimenteiras do Oeste,RO,Norte,2127,0.9637987776210625,0.6962858486130701,0.14950634696755993,0.0014104372355430183,0.9290079924776681,0.7381288199341796,0.1462153267512929,0.0018805829807240243,1.8110014104372356,1.8152327221438647,0.6643137254901961,0.6557719054242003,0.01061410159211524,0.004548900682335102,0.10159211523881728,0.06974981046247157,0.0007092198581560284,0.0014184397163120568,0.31134751773049646,0.03829787234042553,45.11,28.85,48.08,2.7,44.19,34.28,17.99,45.02,1.00,0.38,0.7602256699576869,0.045133991537376586,0.18946873530794547,0.0,0.08039492242595205,15.43,6.41,0.72,1455.54,75.88
