"id_municipio","Município","Situação do domicílio","Grupo de idade","White","Black","Brown","Indigenous"
"2111250","São José dos Basílios (MA)","Total","Total","15.21","9.26","70.40","-"
"2111300","São Luís (MA)","Total","Total","29.12","12.97","56.65","0.17"
"2111409","São Luís Gonzaga do Maranhão (MA)","Total","Total","20.46","12.71","65.53","-"
"2111508","São Mateus do Maranhão (MA)","Total","Total","20.60","8.25","70.15","0.08"
"2111532","São Pedro da Água Branca (MA)","Total","Total","18.23","6.05","74.20","0.09"
"2111573","São Pedro dos Crentes (MA)","Total","Total","22.27","3.81","73.34","-"
"2111607","São Raimundo das Mangabeiras (MA)","Total","Total","22.36","8.15","67.76","-"
"2111631","São Raimundo do Doca Bezerra (MA)","Total","Total","19.99","1.60","76.96","-"
"2111672","São Roberto (MA)","Total","Total","26.14","1.91","71.13","-"
"2111706","São Vicente Ferrer (MA)","Total","Total","14.06","7.10","77.74","0.05"
"2111722","Satubinha (MA)","Total","Total","21.25","9.65","68.14","-"
"2111748","Senador Alexandre Costa (MA)","Total","Total","14.34","10.87","72.57","-"
"2111763","Senador La Rocque (MA)","Total","Total","23.06","5.45","70.55","0.18"
"2111789","Serrano do Maranhão (MA)","Total","Total","5.05","37.74","55.61","-"
"2111805","Sítio Novo (MA)","Total","Total","26.33","3.71","69.02","0.03"
"2111904","Sucupira do Norte (MA)","Total","Total","21.92","9.68","63.71","0.44"
"2111953","Sucupira do Riachão (MA)","Total","Total","18.27","8.66","72.84","0.07"
"2112001","Tasso Fragoso (MA)","Total","Total","14.78","2.96","81.81","-"
"2112100","Timbiras (MA)","Total","Total","15.66","14.11","69.92","-"
"2112209","Timon (MA)","Total","Total","15.75","11.52","70.72","0.10"
"2112233","Trizidela do Vale (MA)","Total","Total","24.09","8.29","66.27","0.06"
"2112274","Tufilândia (MA)","Total","Total","15.17","7.54","75.71","0.12"
"2112308","Tuntum (MA)","Total","Total","28.91","7.52","62.45","0.15"
"2112407","Turiaçu (MA)","Total","Total","13.04","9.65","76.80","0.03"
"2112456","Turilândia (MA)","Total","Total","19.21","12.73","65.87","0.07"
"2112506","Tutóia (MA)","Total","Total","20.89","3.31","75.06","-"
"2112605","Urbano Santos (MA)","Total","Total","15.68","2.80","80.73","-"
"2112704","Vargem Grande (MA)","Total","Total","13.67","6.45","79.63","0.02"
"2112803","Viana (MA)","Total","Total","21.76","10.03","67.29","0.02"
"2112852","Vila Nova dos Martírios (MA)","Total","Total","23.41","8.27","67.69","0.40"
"2112902","Vitória do Mearim (MA)","Total","Total","27.29","5.80","66.37","-"
"2113009","Vitorino Freire (MA)","Total","Total","21.99","5.95","71.60","0.03"
"2114007","Zé Doca (MA)","Total","Total","19.90","8.88","70.25","0.25"
"2200053","Acauã (PI)","Total","Total","70.87","9.12","19.37","-"
"2200103","Agricolândia (PI)","Total","Total","14.00","10.12","72.45","0.28"
"2200202","Água Branca (PI)","Total","Total","22.08","6.57","68.76","-"
"2200251","Alagoinha do Piauí (PI)","Total","Total","53.90","7.47","37.98","-"
"2200277","Alegrete do Piauí (PI)","Total","Total","41.52","2.49","53.74","0.03"
"2200301","Alto Longá (PI)","Total","Total","20.24","7.36","71.10","-"
"2200400","Altos (PI)","Total","Total","15.08","5.29","78.39","0.05"
"2200459","Alvorada do Gurguéia (PI)","Total","Total","18.81","13.62","65.06","-"
"2200509","Amarante (PI)","Total","Total","12.63","24.54","62.27","-"
"2200608","Angical do Piauí (PI)","Total","Total","17.32","11.40","66.92","-"
"2200707","Anísio de Abreu (PI)","Total","Total","24.78","4.88","69.42","-"
"2200806","Antônio Almeida (PI)","Total","Total","11.14","12.87","65.08","-"
"2200905","Aroazes (PI)","Total","Total","17.28","13.12","68.86","-"
"2200954","Aroeiras do Itaim (PI)","Total","Total","24.78","11.85","61.33","-"
"2201002","Arraial (PI)","Total","Total","7.96","19.44","64.83","-"
"2201051","Assunção do Piauí (PI)","Total","Total","24.53","7.77","65.46","-"
"2201101","Avelino Lopes (PI)","Total","Total","26.37","5.21","66.50","-"
"2201150","Baixa Grande do Ribeiro (PI)","Total","Total","18.83","3.99","74.35","-"
"2201176","Barra D'Alcântara (PI)","Total","Total","21.22","5.27","72.47","-"
"2201200","Barras (PI)","Total","Total","14.92","7.14","76.60","0.35"
"2201309","Barreiras do Piauí (PI)","Total","Total","20.22","12.11","67.48","-"
"2201408","Barro Duro (PI)","Total","Total","16.04","9.84","70.07","-"
"2201507","Batalha (PI)","Total","Total","14.08","3.89","80.41","-"
"2201556","Bela Vista do Piauí (PI)","Total","Total","66.94","9.15","23.04","-"
"2201572","Belém do Piauí (PI)","Total","Total","29.01","2.03","65.99","0.18"
"2201606","Beneditinos (PI)","Total","Total","14.18","4.02","80.29","-"
"2201705","Bertolínia (PI)","Total","Total","17.55","12.09","68.15","-"
"2201739","Betânia do Piauí (PI)","Total","Total","35.48","7.90","50.85","-"
"2201770","Boa Hora (PI)","Total","Total","17.06","4.25","78.38","-"
"2201804","Bocaina (PI)","Total","Total","39.86","5.14","54.65","-"
"2201903","Bom Jesus (PI)","Total","Total","22.56","9.45","65.84","0.10"
"2201919","Bom Princípio do Piauí (PI)","Total","Total","35.86","1.57","62.38","-"
"2201929","Bonfim do Piauí (PI)","Total","Total","28.32","9.08","57.74","-"
"2201945","Boqueirão do Piauí (PI)","Total","Total","10.06","6.39","83.50","0.06"
"2201960","Brasileira (PI)","Total","Total","22.86","8.39","67.42","-"
"2201988","Brejo do Piauí (PI)","Total","Total","17.14","1.68","79.51","-"
"2202000","Buriti dos Lopes (PI)","Total","Total","22.98","7.72","67.71","0.03"
"2202026","Buriti dos Montes (PI)","Total","Total","17.78","1.95","79.68","-"
"2202059","Cabeceiras do Piauí (PI)","Total","Total","13.36","8.91","75.99","-"
"2202075","Cajazeiras do Piauí (PI)","Total","Total","6.62","19.21","68.85","-"
"2202083","Cajueiro da Praia (PI)","Total","Total","26.54","5.70","67.00","-"
"2202091","Caldeirão Grande do Piauí (PI)","Total","Total","29.99","3.95","63.79","-"
"2202109","Campinas do Piauí (PI)","Total","Total","12.15","14.18","73.12","-"
"2202117","Campo Alegre do Fidalgo (PI)","Total","Total","31.80","5.03","61.18","-"
"2202133","Campo Grande do Piauí (PI)","Total","Total","23.37","8.18","65.87","0.05"
"2202174","Campo Largo do Piauí (PI)","Total","Total","8.82","8.23","81.24","0.05"
"2202208","Campo Maior (PI)","Total","Total","17.47","5.11","76.54","-"
"2202251","Canavieira (PI)","Total","Total","10.70","3.56","80.69","-"
"2202307","Canto do Buriti (PI)","Total","Total","24.04","8.19","65.57","0.04"
"2202406","Capitão de Campos (PI)","Total","Total","16.55","3.90","78.62","-"
"2202455","Capitão Gervásio Oliveira (PI)","Total","Total","32.91","19.07","48.02","-"
"2202505","Caracol (PI)","Total","Total","22.49","11.99","61.20","-"
"2202539","Caraúbas do Piauí (PI)","Total","Total","23.54","2.97","73.43","-"
"2202554","Caridade do Piauí (PI)","Total","Total","18.71","3.56","76.01","0.07"
"2202604","Castelo do Piauí (PI)","Total","Total","22.77","11.02","62.65","0.03"
"2202653","Caxingó (PI)","Total","Total","24.76","10.31","62.32","-"
"2202703","Cocal (PI)","Total","Total","29.89","1.55","67.77","-"
"2202711","Cocal de Telha (PI)","Total","Total","13.71","10.20","74.76","-"
"2202729","Cocal dos Alves (PI)","Total","Total","40.24","2.09","57.43","-"
"2202737","Coivaras (PI)","Total","Total","13.15","6.78","78.34","0.07"
"2202752","Colônia do Gurguéia (PI)","Total","Total","21.27","13.03","64.67","0.56"
"2202778","Colônia do Piauí (PI)","Total","Total","13.55","19.68","65.13","0.38"
"2202802","Conceição do Canindé (PI)","Total","Total","27.03","6.11","63.56","-"
"2202851","Coronel José Dias (PI)","Total","Total","24.90","2.92","71.84","-"
"2202901","Corrente (PI)","Total","Total","20.57","15.53","58.77","0.04"
"2203008","Cristalândia do Piauí (PI)","Total","Total","19.16","11.17","68.82","-"
"2203107","Cristino Castro (PI)","Total","Total","21.62","12.18","65.98","0.22"
"2203206","Curimatá (PI)","Total","Total","15.94","8.02","74.10","-"
"2203230","Currais (PI)","Total","Total","12.22","9.35","76.03","-"
"2203255","Curralinhos (PI)","Total","Total","9.38","13.45","76.09","0.15"
"2203271","Curral Novo do Piauí (PI)","Total","Total","23.35","3.25","60.60","-"
"2203305","Demerval Lobão (PI)","Total","Total","18.54","11.40","69.11","-"
"2203354","Dirceu Arcoverde (PI)","Total","Total","25.82","4.49","69.69","-"
"2203404","Dom Expedito Lopes (PI)","Total","Total","36.01","4.48","58.55","0.06"
"2203420","Domingos Mourão (PI)","Total","Total","35.30","10.28","52.79","-"
"2203453","Dom Inocêncio (PI)","Total","Total","38.19","8.15","53.41","-"
"2203503","Elesbão Veloso (PI)","Total","Total","21.62","8.99","66.70","-"
"2203602","Eliseu Martins (PI)","Total","Total","17.15","5.67","74.04","-"
"2203701","Esperantina (PI)","Total","Total","22.13","8.95","67.26","0.03"
"2203750","Fartura do Piauí (PI)","Total","Total","21.29","8.61","70.11","-"
"2203800","Flores do Piauí (PI)","Total","Total","15.36","8.00","71.03","-"
"2203859","Floresta do Piauí (PI)","Total","Total","20.03","11.05","64.05","-"
"2203909","Floriano (PI)","Total","Total","20.84","15.50","60.05","0.41"
"2204006","Francinópolis (PI)","Total","Total","9.93","10.20","74.72","-"
"2204105","Francisco Ayres (PI)","Total","Total","15.71","10.05","69.22","-"
"2204154","Francisco Macedo (PI)","Total","Total","21.82","5.09","72.54","-"
"2204204","Francisco Santos (PI)","Total","Total","36.21","3.66","59.83","0.02"
"2204303","Fronteiras (PI)","Total","Total","41.16","2.98","53.04","0.25"
"2204352","Geminiano (PI)","Total","Total","32.56","6.67","59.40","0.06"
"2204402","Gilbués (PI)","Total","Total","15.01","10.51","71.87","0.04"
"2204501","Guadalupe (PI)","Total","Total","25.32","8.45","64.50","-"
"2204550","Guaribas (PI)","Total","Total","23.24","5.78","67.53","-"
"2204600","Hugo Napoleão (PI)","Total","Total","21.98","3.28","69.83","-"
"2204659","Ilha Grande (PI)","Total","Total","22.31","2.58","73.80","-"
"2204709","Inhuma (PI)","Total","Total","20.42","8.90","66.73","0.03"
"2204808","Ipiranga do Piauí (PI)","Total","Total","28.65","11.13","59.81","-"
"2204907","Isaías Coelho (PI)","Total","Total","13.29","14.65","70.35","0.05"
"2205003","Itainópolis (PI)","Total","Total","23.21","4.99","68.98","-"
"2205102","Itaueira (PI)","Total","Total","21.18","13.78","62.32","0.13"
"2205151","Jacobina do Piauí (PI)","Total","Total","41.66","7.41","48.78","-"
"2205201","Jaicós (PI)","Total","Total","14.80","3.75","78.74","-"
"2205250","Jardim do Mulato (PI)","Total","Total","17.40","12.02","69.34","-"
"2205276","Jatobá do Piauí (PI)","Total","Total","11.69","2.92","84.36","-"
"2205300","Jerumenha (PI)","Total","Total","12.86","18.89","63.69","-"
"2205359","João Costa (PI)","Total","Total","25.10","4.58","64.91","-"
"2205409","Joaquim Pires (PI)","Total","Total","17.16","7.10","69.20","-"
"2205458","Joca Marques (PI)","Total","Total","16.81","11.00","69.78","-"
"2205508","José de Freitas (PI)","Total","Total","12.96","6.74","78.61","-"
"2205516","Juazeiro do Piauí (PI)","Total","Total","26.15","7.59","64.31","-"
"2205524","Júlio Borges (PI)","Total","Total","6.98","6.67","84.32","-"
"2205532","Jurema (PI)","Total","Total","25.39","2.71","70.93","-"
"2205540","Lagoinha do Piauí (PI)","Total","Total","12.59","6.57","75.04","-"
"2205557","Lagoa Alegre (PI)","Total","Total","16.36","8.41","72.91","-"
"2205565","Lagoa do Barro do Piauí (PI)","Total","Total","21.19","1.76","76.66","-"
"2205573","Lagoa de São Francisco (PI)","Total","Total","39.60","1.55","58.50","0.05"
"2205581","Lagoa do Piauí (PI)","Total","Total","12.04","13.97","73.58","-"
"2205599","Lagoa do Sítio (PI)","Total","Total","18.23","4.47","77.14","-"
"2205607","Landri Sales (PI)","Total","Total","11.33","16.37","64.79","-"
"2205706","Luís Correia (PI)","Total","Total","31.12","3.43","64.50","0.11"
"2205805","Luzilândia (PI)","Total","Total","20.37","6.06","72.50","-"
"2205854","Madeiro (PI)","Total","Total","15.40","10.50","70.91","-"
"2205904","Manoel Emídio (PI)","Total","Total","21.56","10.49","66.40","-"
"2205953","Marcolândia (PI)","Total","Total","25.79","3.63","69.30","0.13"
"2206001","Marcos Parente (PI)","Total","Total","17.45","9.31","70.60","-"
"2206050","Massapê do Piauí (PI)","Total","Total","21.64","6.74","65.81","0.10"
"2206100","Matias Olímpio (PI)","Total","Total","25.11","10.16","63.02","0.05"
"2206209","Miguel Alves (PI)","Total","Total","16.73","9.50","71.83","0.03"
"2206308","Miguel Leão (PI)","Total","Total","13.51","7.00","78.11","0.16"
"2206357","Milton Brandão (PI)","Total","Total","40.90","4.01","54.15","-"
"2206407","Monsenhor Gil (PI)","Total","Total","12.74","13.32","73.73","-"
"2206506","Monsenhor Hipólito (PI)","Total","Total","42.16","5.23","51.93","0.05"
"2206605","Monte Alegre do Piauí (PI)","Total","Total","14.42","7.22","77.21","0.11"
"2206654","Morro Cabeça no Tempo (PI)","Total","Total","14.49","3.11","81.66","-"
"2206670","Morro do Chapéu do Piauí (PI)","Total","Total","18.06","2.93","77.05","-"
"2206696","Murici dos Portelas (PI)","Total","Total","17.80","11.23","67.50","-"
"2206704","Nazaré do Piauí (PI)","Total","Total","12.34","17.99","67.43","0.24"
"2206720","Nazária (PI)","Total","Total","12.38","14.49","67.62","0.05"
"2206753","Nossa Senhora de Nazaré (PI)","Total","Total","14.97","6.43","77.34","-"
"2206803","Nossa Senhora dos Remédios (PI)","Total","Total","13.38","7.46","74.35","-"
"2206902","Novo Oriente do Piauí (PI)","Total","Total","16.87","10.05","72.90","-"
"2206951","Novo Santo Antônio (PI)","Total","Total","26.15","14.00","53.45","-"
"2207009","Oeiras (PI)","Total","Total","17.94","14.69","64.88","0.03"
"2207108","Olho D'Água do Piauí (PI)","Total","Total","14.92","8.18","72.46","-"
"2207207","Padre Marcos (PI)","Total","Total","32.77","15.26","50.17","-"
"2207306","Paes Landim (PI)","Total","Total","21.43","8.45","70.06","-"
"2207355","Pajeú do Piauí (PI)","Total","Total","17.23","2.84","75.47","-"
"2207405","Palmeira do Piauí (PI)","Total","Total","28.43","7.58","62.59","0.27"
"2207504","Palmeirais (PI)","Total","Total","11.14","27.35","58.52","0.04"
"2207553","Paquetá (PI)","Total","Total","29.79","11.52","57.68","-"
"2207603","Parnaguá (PI)","Total","Total","14.62","13.06","67.81","-"
"2207702","Parnaíba (PI)","Total","Total","34.89","6.59","56.96","0.17"
"2207751","Passagem Franca do Piauí (PI)","Total","Total","12.79","16.56","64.94","-"
"2207777","Patos do Piauí (PI)","Total","Total","22.98","4.93","68.71","-"
"2207793","Pau D'Arco do Piauí (PI)","Total","Total","15.93","3.51","78.50","-"
"2207801","Paulistana (PI)","Total","Total","36.06","15.96","45.07","0.11"
"2207850","Pavussu (PI)","Total","Total","20.41","3.68","74.73","0.07"
"2207900","Pedro II (PI)","Total","Total","41.02","3.13","54.58","0.03"
"2207934","Pedro Laurentino (PI)","Total","Total","24.33","4.36","69.94","-"
"2207959","Nova Santa Rita (PI)","Total","Total","25.02","18.22","50.91","-"
"2208007","Picos (PI)","Total","Total","38.96","6.96","52.61","0.07"
"2208106","Pimenteiras (PI)","Total","Total","30.60","9.05","59.46","-"
"2208205","Pio IX (PI)","Total","Total","29.07","6.04","60.50","0.08"
"2208304","Piracuruca (PI)","Total","Total","27.63","3.29","68.63","-"
"2208403","Piripiri (PI)","Total","Total","25.84","5.62","66.41","0.25"
"2208502","Porto (PI)","Total","Total","14.41","11.03","74.32","-"
"2208551","Porto Alegre do Piauí (PI)","Total","Total","12.20","19.96","62.39","-"
"2208601","Prata do Piauí (PI)","Total","Total","18.07","3.16","76.36","-"
"2208650","Queimada Nova (PI)","Total","Total","55.02","18.51","22.74","1.93"
"2208700","Redenção do Gurguéia (PI)","Total","Total","17.16","20.00","62.33","-"
"2208809","Regeneração (PI)","Total","Total","14.79","20.79","61.36","0.02"
"2208858","Riacho Frio (PI)","Total","Total","17.57","17.19","65.01","-"
"2208874","Ribeira do Piauí (PI)","Total","Total","11.98","19.64","59.45","0.06"
"2208908","Ribeiro Gonçalves (PI)","Total","Total","21.53","9.38","67.56","-"
"2209005","Rio Grande do Piauí (PI)","Total","Total","19.80","11.50","67.95","-"
"2209104","Santa Cruz do Piauí (PI)","Total","Total","21.41","9.52","69.07","-"
"2209153","Santa Cruz dos Milagres (PI)","Total","Total","9.02","10.45","78.85","-"
"2209203","Santa Filomena (PI)","Total","Total","17.55","20.93","60.74","0.31"
"2209302","Santa Luz (PI)","Total","Total","20.47","11.52","66.39","-"
"2209351","Santana do Piauí (PI)","Total","Total","36.91","1.13","61.72","-"
"2209377","Santa Rosa do Piauí (PI)","Total","Total","15.55","17.80","64.99","-"
"2209401","Santo Antônio de Lisboa (PI)","Total","Total","35.95","3.29","60.22","-"
"2209450","Santo Antônio dos Milagres (PI)","Total","Total","11.91","4.47","77.79","-"
"2209500","Santo Inácio do Piauí (PI)","Total","Total","20.69","9.69","65.25","0.27"
"2209559","São Braz do Piauí (PI)","Total","Total","27.86","4.25","65.90","-"
"2209609","São Félix do Piauí (PI)","Total","Total","27.50","10.61","58.87","-"
"2209658","São Francisco de Assis do Piauí (PI)","Total","Total","59.04","5.26","32.33","-"
"2209708","São Francisco do Piauí (PI)","Total","Total","11.92","13.05","74.34","-"
"2209757","São Gonçalo do Gurguéia (PI)","Total","Total","19.44","7.97","72.03","-"
"2209807","São Gonçalo do Piauí (PI)","Total","Total","28.31","19.34","47.94","0.16"
"2209856","São João da Canabrava (PI)","Total","Total","34.19","2.55","62.94","-"
"2209872","São João da Fronteira (PI)","Total","Total","21.04","1.39","76.22","-"
"2209906","São João da Serra (PI)","Total","Total","17.35","7.77","71.70","-"
"2209955","São João da Varjota (PI)","Total","Total","8.92","30.45","57.37","-"
"2209971","São João do Arraial (PI)","Total","Total","24.50","4.89","68.90","-"
"2210003","São João do Piauí (PI)","Total","Total","20.93","14.45","60.43","0.22"
"2210052","São José do Divino (PI)","Total","Total","24.53","2.74","72.69","-"
"2210102","São José do Peixe (PI)","Total","Total","13.55","9.34","74.59","-"
"2210201","São José do Piauí (PI)","Total","Total","49.87","6.73","43.16","-"
"2210300","São Julião (PI)","Total","Total","34.13","7.36","56.70","-"
"2210359","São Lourenço do Piauí (PI)","Total","Total","24.61","6.38","68.82","-"
"2210375","São Luis do Piauí (PI)","Total","Total","42.12","4.84","50.84","-"
"2210383","São Miguel da Baixa Grande (PI)","Total","Total","27.29","8.18","61.07","0.11"
"2210391","São Miguel do Fidalgo (PI)","Total","Total","11.77","28.74","58.27","-"
"2210409","São Miguel do Tapuio (PI)","Total","Total","21.10","5.07","73.22","-"
"2210508","São Pedro do Piauí (PI)","Total","Total","16.03","14.35","65.70","-"
"2210607","São Raimundo Nonato (PI)","Total","Total","23.99","12.52","62.50","0.04"
"2210623","Sebastião Barros (PI)","Total","Total","24.51","11.02","64.02","-"
"2210631","Sebastião Leal (PI)","Total","Total","26.07","6.77","64.78","0.35"
"2210656","Sigefredo Pacheco (PI)","Total","Total","20.15","3.53","75.55","-"
"2210706","Simões (PI)","Total","Total","22.49","9.86","61.70","-"
"2210805","Simplício Mendes (PI)","Total","Total","19.78","12.75","63.14","0.07"
"2210904","Socorro do Piauí (PI)","Total","Total","12.44","11.33","69.57","-"
"2210938","Sussuapara (PI)","Total","Total","46.26","2.91","50.79","-"
"2210953","Tamboril do Piauí (PI)","Total","Total","15.81","0.98","81.01","-"
"2210979","Tanque do Piauí (PI)","Total","Total","20.37","9.19","70.44","-"
"2211001","Teresina (PI)","Total","Total","26.19","11.00","60.10","0.22"
"2211100","União (PI)","Total","Total","16.68","8.05","74.06","0.02"
"2211209","Uruçuí (PI)","Total","Total","24.14","12.36","60.92","-"
"2211308","Valença do Piauí (PI)","Total","Total","20.71","8.56","69.46","0.05"
"2211357","Várzea Branca (PI)","Total","Total","23.03","12.47","63.36","-"
"2211407","Várzea Grande (PI)","Total","Total","22.88","12.86","64.04","0.06"
"2211506","Vera Mendes (PI)","Total","Total","25.89","2.68","69.82","-"
"2211605","Vila Nova do Piauí (PI)","Total","Total","39.50","3.33","55.84","-"
"2211704","Wall Ferraz (PI)","Total","Total","19.43","5.60","72.70","-"
"2300101","Abaiara (CE)","Total","Total","27.78","6.24","65.32","0.06"
"2300150","Acarape (CE)","Total","Total","16.87","3.06","79.99","-"
"2300200","Acaraú (CE)","Total","Total","25.97","4.27","69.22","0.13"
"2300309","Acopiara (CE)","Total","Total","32.27","4.68","62.25","0.08"
"2300408","Aiuaba (CE)","Total","Total","26.67","7.60","63.54","0.09"
"2300507","Alcântaras (CE)","Total","Total","20.47","4.27","74.11","-"
"2300606","Altaneira (CE)","Total","Total","27.72","7.49","63.55","-"
"2300705","Alto Santo (CE)","Total","Total","34.66","3.47","59.76","-"
"2300754","Amontada (CE)","Total","Total","24.58","2.84","71.74","0.03"
"2300804","Antonina do Norte (CE)","Total","Total","42.32","16.96","39.70","0.04"
"2300903","Apuiarés (CE)","Total","Total","31.73","4.05","61.89","0.12"
"2301000","Aquiraz (CE)","Total","Total","26.22","3.12","68.52","0.40"
"2301109","Aracati (CE)","Total","Total","26.89","4.79","67.46","0.14"
"2301208","Aracoiaba (CE)","Total","Total","25.56","5.68","66.77","-"
"2301257","Ararendá (CE)","Total","Total","31.00","4.77","63.24","-"
"2301307","Araripe (CE)","Total","Total","29.81","5.00","63.81","-"
"2301406","Aratuba (CE)","Total","Total","18.69","6.81","69.56","2.69"
"2301505","Arneiroz (CE)","Total","Total","31.39","4.15","63.94","-"
"2301604","Assaré (CE)","Total","Total","35.03","4.30","60.16","-"
"2301703","Aurora (CE)","Total","Total","34.39","2.75","62.21","-"
"2301802","Baixio (CE)","Total","Total","30.28","3.66","64.42","0.06"
"2301851","Banabuiú (CE)","Total","Total","32.08","4.34","62.34","-"
"2301901","Barbalha (CE)","Total","Total","23.03","6.91","67.98","0.13"
"2301950","Barreira (CE)","Total","Total","14.01","1.73","84.09","-"
"2302008","Barro (CE)","Total","Total","34.54","3.79","60.20","-"
"2302057","Barroquinha (CE)","Total","Total","22.22","6.54","70.35","-"
"2302107","Baturité (CE)","Total","Total","22.06","5.65","71.95","-"
"2302206","Beberibe (CE)","Total","Total","29.17","2.60","67.31","0.02"
"2302305","Bela Cruz (CE)","Total","Total","25.93","4.38","69.20","-"
"2302404","Boa Viagem (CE)","Total","Total","31.33","4.46","63.16","0.32"
"2302503","Brejo Santo (CE)","Total","Total","29.98","3.80","65.06","0.06"
"2302602","Camocim (CE)","Total","Total","22.49","4.65","72.02","0.09"
"2302701","Campos Sales (CE)","Total","Total","38.95","6.99","51.70","-"
"2302800","Canindé (CE)","Total","Total","23.66","3.46","71.22","0.13"
"2302909","Capistrano (CE)","Total","Total","19.88","5.21","73.97","-"
"2303006","Caridade (CE)","Total","Total","25.00","6.22","67.74","0.03"
"2303105","Cariré (CE)","Total","Total","29.08","4.99","64.47","0.05"
"2303204","Caririaçu (CE)","Total","Total","29.36","3.74","65.49","0.43"
"2303303","Cariús (CE)","Total","Total","41.22","6.05","51.76","0.06"
"2303402","Carnaubal (CE)","Total","Total","42.69","2.62","53.95","0.11"
"2303501","Cascavel (CE)","Total","Total","27.24","2.90","69.40","0.04"
"2303600","Catarina (CE)","Total","Total","33.41","6.01","60.29","-"
"2303659","Catunda (CE)","Total","Total","26.39","2.43","70.52","-"
"2303709","Caucaia (CE)","Total","Total","27.15","5.48","65.05","0.92"
"2303808","Cedro (CE)","Total","Total","39.58","6.04","52.84","0.08"
"2303907","Chaval (CE)","Total","Total","23.64","5.28","69.70","-"
"2303931","Choró (CE)","Total","Total","19.43","4.47","73.26","0.23"
"2303956","Chorozinho (CE)","Total","Total","30.00","3.90","65.73","0.03"
"2304004","Coreaú (CE)","Total","Total","38.76","6.78","52.46","-"
"2304103","Crateús (CE)","Total","Total","31.64","4.44","61.63","0.93"
"2304202","Crato (CE)","Total","Total","31.14","7.68","59.96","0.13"
"2304236","Croatá (CE)","Total","Total","23.52","2.62","71.17","-"
"2304251","Cruz (CE)","Total","Total","32.13","5.69","62.06","-"
"2304269","Deputado Irapuan Pinheiro (CE)","Total","Total","36.08","2.00","61.52","-"
"2304277","Ereré (CE)","Total","Total","37.59","7.57","53.31","-"
"2304285","Eusébio (CE)","Total","Total","31.83","6.79","59.32","0.28"
"2304301","Farias Brito (CE)","Total","Total","30.02","5.12","62.59","0.14"
"2304350","Forquilha (CE)","Total","Total","30.51","5.80","62.73","0.09"
"2304400","Fortaleza (CE)","Total","Total","36.25","4.42","57.86","0.14"
"2304459","Fortim (CE)","Total","Total","27.38","4.49","68.00","-"
"2304509","Frecheirinha (CE)","Total","Total","32.68","4.22","61.83","-"
"2304608","General Sampaio (CE)","Total","Total","28.15","4.62","64.82","-"
"2304657","Graça (CE)","Total","Total","31.77","5.15","61.77","0.02"
"2304707","Granja (CE)","Total","Total","21.11","5.39","70.75","0.04"
"2304806","Granjeiro (CE)","Total","Total","29.30","2.64","67.26","-"
"2304905","Groaíras (CE)","Total","Total","43.02","1.74","53.84","0.09"
"2304954","Guaiúba (CE)","Total","Total","23.36","4.85","70.34","0.04"
"2305001","Guaraciaba do Norte (CE)","Total","Total","29.25","2.68","65.89","0.02"
"2305100","Guaramiranga (CE)","Total","Total","27.76","3.20","67.97","-"
"2305209","Hidrolândia (CE)","Total","Total","32.36","4.35","61.90","0.09"
"2305233","Horizonte (CE)","Total","Total","30.20","4.06","64.44","0.06"
"2305266","Ibaretama (CE)","Total","Total","26.16","3.89","69.53","-"
"2305308","Ibiapina (CE)","Total","Total","28.19","2.67","67.79","0.12"
"2305332","Ibicuitinga (CE)","Total","Total","34.80","1.70","63.17","-"
"2305357","Icapuí (CE)","Total","Total","37.57","6.05","55.89","-"
"2305407","Icó (CE)","Total","Total","33.03","3.71","62.67","0.02"
"2305506","Iguatu (CE)","Total","Total","38.03","3.51","57.86","0.03"
"2305605","Independência (CE)","Total","Total","38.53","6.00","53.78","0.08"
"2305654","Ipaporanga (CE)","Total","Total","26.67","4.07","67.92","0.05"
"2305704","Ipaumirim (CE)","Total","Total","33.98","1.99","63.51","0.03"
"2305803","Ipu (CE)","Total","Total","32.83","3.67","62.45","0.02"
"2305902","Ipueiras (CE)","Total","Total","30.87","2.76","64.95","0.03"
"2306009","Iracema (CE)","Total","Total","39.07","6.34","51.30","0.17"
"2306108","Irauçuba (CE)","Total","Total","22.90","2.57","73.82","-"
"2306207","Itaiçaba (CE)","Total","Total","32.19","2.10","64.84","0.23"
"2306256","Itaitinga (CE)","Total","Total","23.25","6.02","70.08","-"
"2306306","Itapajé (CE)","Total","Total","27.85","3.08","67.97","0.23"
"2306405","Itapipoca (CE)","Total","Total","25.70","3.76","68.53","0.37"
"2306504","Itapiúna (CE)","Total","Total","21.53","8.80","68.18","-"
"2306553","Itarema (CE)","Total","Total","24.61","3.01","66.01","5.93"
"2306603","Itatira (CE)","Total","Total","20.29","3.76","71.77","0.05"
"2306702","Jaguaretama (CE)","Total","Total","34.05","7.29","56.70","0.03"
"2306801","Jaguaribara (CE)","Total","Total","34.43","5.44","59.05","-"
"2306900","Jaguaribe (CE)","Total","Total","33.74","3.79","61.34","-"
"2307007","Jaguaruana (CE)","Total","Total","45.02","5.54","48.49","0.28"
"2307106","Jardim (CE)","Total","Total","20.98","5.44","71.74","-"
"2307205","Jati (CE)","Total","Total","28.72","2.11","68.64","-"
"2307254","Jijoca de Jericoacoara (CE)","Total","Total","32.55","2.05","65.28","-"
