"id_municipio","Município","Situação do domicílio","Grupo de idade","White","Black","Brown","Indigenous"
"1100015","Alta Floresta D'Oeste (RO)","Total","Total","43.39","4.49","49.70","2.04"
"1100023","Ariquemes (RO)","Total","Total","35.44","8.64","53.68","0.11"
"1100031","Cabixi (RO)","Total","Total","46.22","7.37","44.78","0.04"
"1100049","Cacoal (RO)","Total","Total","41.79","5.77","49.27","1.87"
"1100056","Cerejeiras (RO)","Total","Total","47.83","5.08","46.07","0.08"
"1100064","Colorado do Oeste (RO)","Total","Total","41.15","6.89","49.89","0.05"
"1100072","Corumbiara (RO)","Total","Total","37.83","8.72","51.41","0.05"
"1100080","Costa Marques (RO)","Total","Total","31.40","6.83","59.15","2.00"
"1100098","Espigão D'Oeste (RO)","Total","Total","46.20","5.53","45.90","1.12"
"1100106","Guajará-Mirim (RO)","Total","Total","20.46","7.73","59.29","10.68"
"1100114","Jaru (RO)","Total","Total","33.14","8.25","57.03","0.11"
"1100122","Ji-Paraná (RO)","Total","Total","39.45","5.95","51.74","1.21"
"1100130","Machadinho D'Oeste (RO)","Total","Total","30.91","8.06","59.67","0.15"
"1100148","Nova Brasilândia D'Oeste (RO)","Total","Total","39.48","6.41","52.80","0.45"
"1100155","Ouro Preto do Oeste (RO)","Total","Total","35.41","7.77","55.85","0.20"
"1100189","Pimenta Bueno (RO)","Total","Total","40.81","6.03","50.89","0.77"
"1100205","Porto Velho (RO)","Total","Total","29.02","6.99","61.34","0.51"
"1100254","Presidente Médici (RO)","Total","Total","39.73","4.83","54.10","0.05"
"1100262","Rio Crespo (RO)","Total","Total","42.04","6.50","50.63","0.10"
"1100288","Rolim de Moura (RO)","Total","Total","39.77","6.85","52.01","0.13"
"1100296","Santa Luzia D'Oeste (RO)","Total","Total","34.95","5.57","57.63","0.09"
"1100304","Vilhena (RO)","Total","Total","44.32","5.13","49.00","0.72"
"1100320","São Miguel do Guaporé (RO)","Total","Total","37.37","5.97","55.03","0.28"
"1100338","Nova Mamoré (RO)","Total","Total","29.88","4.46","61.77","1.97"
"1100346","Alvorada D'Oeste (RO)","Total","Total","35.74","7.06","55.74","0.12"
"1100379","Alto Alegre dos Parecis (RO)","Total","Total","35.36","7.18","55.37","0.09"
"1100403","Alto Paraíso (RO)","Total","Total","35.50","6.99","54.79","0.10"
"1100452","Buritis (RO)","Total","Total","36.20","6.28","55.66","0.15"
"1100502","Novo Horizonte do Oeste (RO)","Total","Total","42.97","6.27","49.75","0.26"
"1100601","Cacaulândia (RO)","Total","Total","31.60","10.50","56.46","0.13"
"1100700","Campo Novo de Rondônia (RO)","Total","Total","34.88","10.96","53.77","0.06"
"1100809","Candeias do Jamari (RO)","Total","Total","24.30","7.01","67.20","0.04"
"1100908","Castanheiras (RO)","Total","Total","41.32","5.42","53.00","-"
"1100924","Chupinguaia (RO)","Total","Total","34.01","5.34","57.08","3.29"
"1100940","Cujubim (RO)","Total","Total","29.52","9.44","59.92","-"
"1101005","Governador Jorge Teixeira (RO)","Total","Total","32.99","5.84","59.16","1.07"
"1101104","Itapuã do Oeste (RO)","Total","Total","26.53","7.62","64.48","0.20"
"1101203","Ministro Andreazza (RO)","Total","Total","43.87","6.50","49.19","0.06"
"1101302","Mirante da Serra (RO)","Total","Total","36.39","5.51","54.98","1.45"
"1101401","Monte Negro (RO)","Total","Total","36.24","6.98","56.06","0.11"
"1101435","Nova União (RO)","Total","Total","33.85","6.10","59.00","-"
"1101450","Parecis (RO)","Total","Total","43.72","8.70","46.33","0.87"
"1101468","Pimenteiras do Oeste (RO)","Total","Total","34.28","17.99","45.02","1.00"
"1101476","Primavera de Rondônia (RO)","Total","Total","42.26","7.21","48.58","0.26"
"1101484","São Felipe D'Oeste (RO)","Total","Total","39.93","7.74","51.26","-"
"1101492","São Francisco do Guaporé (RO)","Total","Total","37.37","4.91","54.77","1.99"
"1101500","Seringueiras (RO)","Total","Total","40.95","9.03","48.83","0.33"
"1101559","Teixeirópolis (RO)","Total","Total","36.58","7.68","53.10","0.42"
"1101609","Theobroma (RO)","Total","Total","36.60","5.83","55.53","0.05"
"1101708","Urupá (RO)","Total","Total","36.43","7.39","55.08","0.04"
"1101757","Vale do Anari (RO)","Total","Total","28.86","9.67","60.51","0.07"
"1101807","Vale do Paraíso (RO)","Total","Total","33.83","6.68","58.62","-"
"1200013","Acrelândia (AC)","Total","Total","26.99","4.42","67.54","-"
"1200054","Assis Brasil (AC)","Total","Total","26.98","4.57","57.41","8.74"
"1200104","Brasiléia (AC)","Total","Total","23.34","7.46","66.63","0.59"
"1200138","Bujari (AC)","Total","Total","20.94","6.41","69.19","0.13"
"1200179","Capixaba (AC)","Total","Total","14.75","5.68","78.10","0.05"
"1200203","Cruzeiro do Sul (AC)","Total","Total","24.22","5.47","68.08","1.20"
"1200252","Epitaciolândia (AC)","Total","Total","21.28","5.32","70.74","-"
"1200302","Feijó (AC)","Total","Total","27.73","5.69","56.11","8.09"
"1200328","Jordão (AC)","Total","Total","15.01","8.05","45.60","31.26"
"1200336","Mâncio Lima (AC)","Total","Total","15.45","3.31","71.52","8.54"
"1200344","Manoel Urbano (AC)","Total","Total","16.48","3.08","73.78","5.54"
"1200351","Marechal Thaumaturgo (AC)","Total","Total","16.73","8.72","62.88","10.79"
"1200385","Plácido de Castro (AC)","Total","Total","23.74","7.66","65.00","0.11"
"1200393","Porto Walter (AC)","Total","Total","25.04","5.30","61.81","6.24"
"1200401","Rio Branco (AC)","Total","Total","25.51","5.32","66.75","0.13"
"1200427","Rodrigues Alves (AC)","Total","Total","20.53","3.38","75.58","-"
"1200435","Santa Rosa do Purus (AC)","Total","Total","18.64","0.90","25.18","54.89"
"1200450","Senador Guiomard (AC)","Total","Total","17.28","6.34","73.70","0.15"
"1200500","Sena Madureira (AC)","Total","Total","17.89","7.18","70.69","3.55"
"1200609","Tarauacá (AC)","Total","Total","22.02","6.41","65.02","3.20"
"1200708","Xapuri (AC)","Total","Total","16.99","9.15","71.07","-"
"1200807","Porto Acre (AC)","Total","Total","20.93","4.26","73.79","-"
"1300029","Alvarães (AM)","Total","Total","12.47","5.98","73.80","7.21"
"1300060","Amaturá (AM)","Total","Total","3.21","0.47","61.01","35.23"
"1300086","Anamã (AM)","Total","Total","7.93","1.62","89.24","0.51"
"1300102","Anori (AM)","Total","Total","16.15","0.80","80.38","2.58"
"1300144","Apuí (AM)","Total","Total","37.40","8.51","51.69","0.39"
"1300201","Atalaia do Norte (AM)","Total","Total","9.46","0.50","49.17","40.76"
"1300300","Autazes (AM)","Total","Total","19.69","6.25","50.47","22.87"
"1300409","Barcelos (AM)","Total","Total","12.03","4.82","61.75","20.37"
"1300508","Barreirinha (AM)","Total","Total","8.67","1.65","79.35","10.14"
"1300607","Benjamin Constant (AM)","Total","Total","9.59","2.98","57.63","29.17"
"1300631","Beruri (AM)","Total","Total","10.02","1.69","85.12","2.99"
"1300680","Boa Vista do Ramos (AM)","Total","Total","9.02","1.73","88.91","0.23"
"1300706","Boca do Acre (AM)","Total","Total","23.46","8.10","64.67","2.99"
"1300805","Borba (AM)","Total","Total","12.61","1.99","73.50","11.59"
"1300839","Caapiranga (AM)","Total","Total","13.28","1.85","84.05","-"
"1300904","Canutama (AM)","Total","Total","22.32","1.63","75.07","0.94"
"1301001","Carauari (AM)","Total","Total","22.50","5.96","69.04","1.23"
"1301100","Careiro (AM)","Total","Total","19.12","9.19","69.08","0.88"
"1301159","Careiro da Várzea (AM)","Total","Total","17.33","7.22","71.61","2.37"
"1301209","Coari (AM)","Total","Total","15.60","6.98","75.62","0.62"
"1301308","Codajás (AM)","Total","Total","13.39","3.55","82.07","-"
"1301407","Eirunepé (AM)","Total","Total","23.87","8.49","63.80","2.87"
"1301506","Envira (AM)","Total","Total","26.57","2.64","65.27","4.72"
"1301605","Fonte Boa (AM)","Total","Total","10.92","3.68","80.89","3.88"
"1301654","Guajará (AM)","Total","Total","15.78","4.55","79.47","0.10"
"1301704","Humaitá (AM)","Total","Total","19.95","4.09","71.19","4.11"
"1301803","Ipixuna (AM)","Total","Total","31.26","6.70","54.44","7.10"
"1301852","Iranduba (AM)","Total","Total","18.89","2.86","77.34","0.13"
"1301902","Itacoatiara (AM)","Total","Total","18.93","2.32","78.09","0.37"
"1301951","Itamarati (AM)","Total","Total","14.69","1.26","70.88","12.79"
"1302009","Itapiranga (AM)","Total","Total","19.62","1.99","77.64","0.08"
"1302108","Japurá (AM)","Total","Total","12.71","4.37","64.71","17.94"
"1302207","Juruá (AM)","Total","Total","18.92","2.80","72.59","4.76"
"1302306","Jutaí (AM)","Total","Total","13.04","1.30","68.97","16.43"
"1302405","Lábrea (AM)","Total","Total","19.34","4.91","65.23","9.81"
"1302504","Manacapuru (AM)","Total","Total","16.40","3.13","79.57","0.40"
"1302553","Manaquiri (AM)","Total","Total","15.30","5.09","74.65","4.29"
"1302603","Manaus (AM)","Total","Total","26.41","4.18","67.98","0.24"
"1302702","Manicoré (AM)","Total","Total","24.14","4.11","65.34","6.14"
"1302801","Maraã (AM)","Total","Total","13.85","5.57","74.45","5.61"
"1302900","Maués (AM)","Total","Total","12.90","3.18","70.64","12.94"
"1303007","Nhamundá (AM)","Total","Total","6.67","0.69","88.31","4.13"
"1303106","Nova Olinda do Norte (AM)","Total","Total","11.69","3.91","80.45","3.04"
"1303205","Novo Airão (AM)","Total","Total","14.29","5.88","72.18","6.57"
"1303304","Novo Aripuanã (AM)","Total","Total","10.95","3.85","83.22","1.19"
"1303403","Parintins (AM)","Total","Total","12.78","1.96","84.20","0.72"
"1303502","Pauini (AM)","Total","Total","20.03","6.50","59.55","13.08"
"1303536","Presidente Figueiredo (AM)","Total","Total","21.66","4.19","71.42","1.62"
"1303569","Rio Preto da Eva (AM)","Total","Total","23.82","11.09","61.96","1.66"
"1303601","Santa Isabel do Rio Negro (AM)","Total","Total","3.71","2.89","25.83","66.46"
"1303700","Santo Antônio do Içá (AM)","Total","Total","7.34","3.66","60.55","28.08"
"1303809","São Gabriel da Cachoeira (AM)","Total","Total","5.80","2.61","14.36","76.94"
"1303908","São Paulo de Olivença (AM)","Total","Total","6.10","3.24","41.95","47.95"
"1303957","São Sebastião do Uatumã (AM)","Total","Total","11.62","3.62","84.41","-"
"1304005","Silves (AM)","Total","Total","12.72","0.36","85.75","0.61"
"1304062","Tabatinga (AM)","Total","Total","12.20","2.57","56.18","28.65"
"1304104","Tapauá (AM)","Total","Total","20.41","3.55","66.47","9.34"
"1304203","Tefé (AM)","Total","Total","14.91","3.15","79.65","1.56"
"1304237","Tonantins (AM)","Total","Total","7.93","3.42","70.51","17.88"
"1304260","Uarini (AM)","Total","Total","18.31","11.47","65.30","4.11"
"1304302","Urucará (AM)","Total","Total","15.06","2.15","81.84","0.89"
"1304401","Urucurituba (AM)","Total","Total","13.74","3.28","82.78","0.10"
"1400027","Amajari (RR)","Total","Total","5.76","1.19","35.66","57.15"
"1400050","Alto Alegre (RR)","Total","Total","11.01","4.08","38.55","45.73"
"1400100","Boa Vista (RR)","Total","Total","24.74","6.45","64.69","3.08"
"1400159","Bonfim (RR)","Total","Total","9.83","3.09","44.49","41.93"
"1400175","Cantá (RR)","Total","Total","12.40","5.57","67.85","12.83"
"1400209","Caracaraí (RR)","Total","Total","15.64","7.29","73.81","2.72"
"1400233","Caroebe (RR)","Total","Total","23.00","4.47","66.14","6.00"
"1400282","Iracema (RR)","Total","Total","17.43","6.17","58.11","17.34"
"1400308","Mucajaí (RR)","Total","Total","16.36","4.41","74.49","3.84"
"1400407","Normandia (RR)","Total","Total","3.89","0.75","35.22","60.07"
"1400456","Pacaraima (RR)","Total","Total","11.46","4.23","28.57","55.41"
"1400472","Rorainópolis (RR)","Total","Total","20.97","8.02","67.93","2.02"
"1400506","São João da Baliza (RR)","Total","Total","21.98","10.17","62.15","4.34"
"1400605","São Luiz (RR)","Total","Total","26.55","11.29","58.88","0.04"
"1400704","Uiramutã (RR)","Total","Total","0.67","1.65","8.84","88.56"
"1500107","Abaetetuba (PA)","Total","Total","21.64","6.79","70.95","0.07"
"1500131","Abel Figueiredo (PA)","Total","Total","25.91","10.20","62.63","0.42"
"1500206","Acará (PA)","Total","Total","10.66","7.27","81.00","0.12"
"1500305","Afuá (PA)","Total","Total","18.52","3.83","77.31","0.03"
"1500347","Água Azul do Norte (PA)","Total","Total","28.87","6.73","62.70","0.03"
"1500404","Alenquer (PA)","Total","Total","19.18","7.21","72.54","-"
"1500503","Almeirim (PA)","Total","Total","15.84","5.91","75.03","2.60"
"1500602","Altamira (PA)","Total","Total","24.25","8.82","61.19","4.08"
"1500701","Anajás (PA)","Total","Total","19.72","7.95","71.98","-"
"1500800","Ananindeua (PA)","Total","Total","23.83","6.99","68.25","0.06"
"1500859","Anapu (PA)","Total","Total","21.88","9.96","64.57","1.83"
"1500909","Augusto Corrêa (PA)","Total","Total","10.40","5.04","84.15","-"
"1500958","Aurora do Pará (PA)","Total","Total","18.75","6.97","73.54","-"
"1501006","Aveiro (PA)","Total","Total","10.97","7.83","68.27","11.78"
"1501105","Bagre (PA)","Total","Total","18.67","8.35","72.13","-"
"1501204","Baião (PA)","Total","Total","16.06","17.05","66.48","0.10"
"1501253","Bannach (PA)","Total","Total","29.40","7.02","59.68","1.87"
"1501303","Barcarena (PA)","Total","Total","19.84","5.60","73.56","0.14"
"1501402","Belém (PA)","Total","Total","26.73","7.33","64.90","0.14"
"1501451","Belterra (PA)","Total","Total","12.23","3.91","80.44","2.30"
"1501501","Benevides (PA)","Total","Total","20.78","7.44","70.83","0.23"
"1501576","Bom Jesus do Tocantins (PA)","Total","Total","19.79","10.29","64.45","4.79"
"1501600","Bonito (PA)","Total","Total","18.25","6.61","74.20","-"
"1501709","Bragança (PA)","Total","Total","13.27","5.16","80.95","0.01"
"1501725","Brasil Novo (PA)","Total","Total","27.27","10.46","58.81","1.09"
"1501758","Brejo Grande do Araguaia (PA)","Total","Total","19.76","8.15","70.33","0.75"
"1501782","Breu Branco (PA)","Total","Total","17.83","6.99","74.75","0.10"
"1501808","Breves (PA)","Total","Total","20.92","7.83","70.45","0.01"
"1501907","Bujaru (PA)","Total","Total","14.40","10.68","74.39","0.03"
"1501956","Cachoeira do Piriá (PA)","Total","Total","9.15","4.38","85.64","0.11"
"1502004","Cachoeira do Arari (PA)","Total","Total","9.72","11.57","77.32","-"
"1502103","Cametá (PA)","Total","Total","21.90","5.84","71.54","0.01"
"1502152","Canaã dos Carajás (PA)","Total","Total","25.75","6.59","65.24","0.16"
"1502202","Capanema (PA)","Total","Total","25.12","3.92","70.42","0.11"
"1502301","Capitão Poço (PA)","Total","Total","15.18","3.04","81.32","0.13"
"1502400","Castanhal (PA)","Total","Total","23.69","5.35","69.63","0.10"
"1502509","Chaves (PA)","Total","Total","10.06","9.02","79.38","-"
"1502608","Colares (PA)","Total","Total","20.57","2.47","76.58","0.10"
"1502707","Conceição do Araguaia (PA)","Total","Total","24.49","9.93","62.64","0.37"
"1502756","Concórdia do Pará (PA)","Total","Total","14.47","7.77","77.34","0.03"
"1502764","Cumaru do Norte (PA)","Total","Total","18.72","9.33","58.12","12.76"
"1502772","Curionópolis (PA)","Total","Total","20.87","8.24","69.62","-"
"1502806","Curralinho (PA)","Total","Total","13.78","3.49","82.56","-"
"1502855","Curuá (PA)","Total","Total","18.74","6.27","74.40","-"
"1502905","Curuçá (PA)","Total","Total","16.59","2.59","80.37","0.03"
"1502939","Dom Eliseu (PA)","Total","Total","22.48","7.37","68.89","0.13"
"1502954","Eldorado do Carajás (PA)","Total","Total","19.81","8.06","70.69","0.03"
"1503002","Faro (PA)","Total","Total","16.94","2.50","79.71","0.77"
"1503044","Floresta do Araguaia (PA)","Total","Total","25.31","8.00","63.77","0.31"
"1503077","Garrafão do Norte (PA)","Total","Total","13.59","4.28","81.38","0.20"
"1503093","Goianésia do Pará (PA)","Total","Total","24.87","9.02","65.20","0.35"
"1503101","Gurupá (PA)","Total","Total","19.33","4.90","74.09","-"
"1503200","Igarapé-Açu (PA)","Total","Total","19.37","4.03","75.62","0.07"
"1503309","Igarapé-Miri (PA)","Total","Total","22.60","8.00","68.85","-"
"1503408","Inhangapi (PA)","Total","Total","11.94","14.75","72.90","0.03"
"1503457","Ipixuna do Pará (PA)","Total","Total","14.60","8.15","75.23","0.76"
"1503507","Irituia (PA)","Total","Total","15.87","4.39","79.28","-"
"1503606","Itaituba (PA)","Total","Total","23.49","10.17","64.43","0.80"
"1503705","Itupiranga (PA)","Total","Total","21.08","8.36","68.86","0.47"
"1503754","Jacareacanga (PA)","Total","Total","15.92","16.22","27.81","39.47"
"1503804","Jacundá (PA)","Total","Total","23.63","7.94","67.34","0.10"
"1503903","Juruti (PA)","Total","Total","13.30","2.73","82.22","0.17"
"1504000","Limoeiro do Ajuru (PA)","Total","Total","18.86","5.39","75.62","-"
"1504059","Mãe do Rio (PA)","Total","Total","22.45","4.51","71.62","0.04"
"1504109","Magalhães Barata (PA)","Total","Total","20.76","1.44","77.41","-"
"1504208","Marabá (PA)","Total","Total","21.14","7.72","69.93","0.23"
"1504307","Maracanã (PA)","Total","Total","19.67","2.67","77.45","0.04"
"1504406","Marapanim (PA)","Total","Total","22.58","3.60","73.68","0.10"
"1504422","Marituba (PA)","Total","Total","23.08","7.86","68.57","0.07"
"1504455","Medicilândia (PA)","Total","Total","26.42","10.35","60.26","0.47"
"1504505","Melgaço (PA)","Total","Total","14.96","5.51","78.87","-"
"1504604","Mocajuba (PA)","Total","Total","21.78","6.60","70.13","0.21"
"1504703","Moju (PA)","Total","Total","16.07","10.16","72.40","0.29"
"1504802","Monte Alegre (PA)","Total","Total","18.85","3.77","76.39","0.20"
"1504901","Muaná (PA)","Total","Total","18.24","5.66","75.47","-"
"1504950","Nova Esperança do Piriá (PA)","Total","Total","16.93","4.45","77.72","-"
"1504976","Nova Ipixuna (PA)","Total","Total","17.14","8.70","73.16","0.35"
"1505007","Nova Timboteua (PA)","Total","Total","18.66","4.69","76.04","-"
"1505031","Novo Progresso (PA)","Total","Total","45.12","6.70","47.60","0.28"
"1505064","Novo Repartimento (PA)","Total","Total","21.00","8.19","68.39","1.28"
"1505106","Óbidos (PA)","Total","Total","20.30","7.62","69.85","1.18"
"1505205","Oeiras do Pará (PA)","Total","Total","14.81","4.39","80.02","-"
"1505304","Oriximiná (PA)","Total","Total","14.99","11.21","68.60","4.73"
"1505403","Ourém (PA)","Total","Total","13.96","7.35","78.25","0.03"
"1505437","Ourilândia do Norte (PA)","Total","Total","19.90","5.27","67.78","5.48"
"1505486","Pacajá (PA)","Total","Total","17.99","9.44","71.10","0.02"
"1505494","Palestina do Pará (PA)","Total","Total","18.17","8.56","72.28","0.22"
"1505502","Paragominas (PA)","Total","Total","20.67","8.90","68.42","1.11"
"1505536","Parauapebas (PA)","Total","Total","24.00","7.00","67.01","0.72"
"1505551","Pau D'Arco (PA)","Total","Total","20.25","9.10","63.30","6.65"
"1505601","Peixe-Boi (PA)","Total","Total","25.35","6.85","67.10","-"
"1505635","Piçarra (PA)","Total","Total","21.03","9.41","68.45","0.05"
"1505650","Placas (PA)","Total","Total","21.96","10.16","67.02","0.18"
"1505700","Ponta de Pedras (PA)","Total","Total","17.32","4.45","77.98","-"
"1505809","Portel (PA)","Total","Total","16.03","6.59","76.93","0.10"
"1505908","Porto de Moz (PA)","Total","Total","14.03","7.52","78.33","-"
"1506005","Prainha (PA)","Total","Total","12.56","1.57","85.79","-"
"1506104","Primavera (PA)","Total","Total","22.00","4.48","71.44","-"
"1506112","Quatipuru (PA)","Total","Total","25.59","3.73","70.55","-"
"1506138","Redenção (PA)","Total","Total","27.30","8.77","62.39","0.30"
"1506161","Rio Maria (PA)","Total","Total","29.48","10.22","58.53","0.15"
"1506187","Rondon do Pará (PA)","Total","Total","21.18","7.20","70.52","0.43"
"1506195","Rurópolis (PA)","Total","Total","24.21","5.77","68.89","0.07"
"1506203","Salinópolis (PA)","Total","Total","16.96","2.27","80.25","0.08"
"1506302","Salvaterra (PA)","Total","Total","12.82","12.95","73.79","0.05"
"1506351","Santa Bárbara do Pará (PA)","Total","Total","16.43","7.40","75.52","0.17"
"1506401","Santa Cruz do Arari (PA)","Total","Total","12.82","16.20","69.34","-"
"1506500","Santa Izabel do Pará (PA)","Total","Total","17.81","7.57","73.15","0.03"
"1506559","Santa Luzia do Pará (PA)","Total","Total","18.97","4.46","73.45","3.01"
"1506583","Santa Maria das Barreiras (PA)","Total","Total","23.73","9.42","64.20","0.70"
"1506609","Santa Maria do Pará (PA)","Total","Total","20.06","2.51","76.51","0.46"
"1506708","Santana do Araguaia (PA)","Total","Total","20.70","11.18","65.15","0.10"
"1506807","Santarém (PA)","Total","Total","20.10","5.18","73.03","0.83"
"1506906","Santarém Novo (PA)","Total","Total","13.42","4.09","82.17","-"
"1507003","Santo Antônio do Tauá (PA)","Total","Total","20.66","4.78","73.34","0.18"
"1507102","São Caetano de Odivelas (PA)","Total","Total","19.15","2.39","78.15","-"
"1507151","São Domingos do Araguaia (PA)","Total","Total","23.29","9.92","64.68","0.06"
"1507201","São Domingos do Capim (PA)","Total","Total","12.15","6.04","81.69","-"
"1507300","São Félix do Xingu (PA)","Total","Total","25.30","10.43","61.58","1.43"
"1507409","São Francisco do Pará (PA)","Total","Total","17.24","3.53","79.07","0.04"
"1507458","São Geraldo do Araguaia (PA)","Total","Total","23.26","10.75","63.18","1.15"
"1507466","São João da Ponta (PA)","Total","Total","7.97","1.02","90.82","0.07"
"1507474","São João de Pirabas (PA)","Total","Total","17.34","4.86","77.50","-"
"1507508","São João do Araguaia (PA)","Total","Total","14.89","10.41","72.92","0.04"
"1507607","São Miguel do Guamá (PA)","Total","Total","11.01","4.90","83.71","0.02"
"1507706","São Sebastião da Boa Vista (PA)","Total","Total","18.80","1.14","79.83","-"
"1507755","Sapucaia (PA)","Total","Total","26.96","4.73","67.35","-"
"1507805","Senador José Porfírio (PA)","Total","Total","13.30","8.11","74.69","3.28"
"1507904","Soure (PA)","Total","Total","15.27","11.99","71.25","0.27"
"1507953","Tailândia (PA)","Total","Total","23.20","9.27","65.70","0.06"
"1507961","Terra Alta (PA)","Total","Total","19.83","3.50","76.42","-"
"1507979","Terra Santa (PA)","Total","Total","20.21","2.85","76.24","0.20"
"1508001","Tomé-Açu (PA)","Total","Total","18.79","8.18","71.36","0.55"
"1508035","Tracuateua (PA)","Total","Total","11.79","1.85","86.32","-"
"1508050","Trairão (PA)","Total","Total","23.82","7.80","64.98","1.81"
"1508084","Tucumã (PA)","Total","Total","33.55","7.19","57.34","-"
"1508100","Tucuruí (PA)","Total","Total","25.29","8.41","64.76","0.45"
"1508126","Ulianópolis (PA)","Total","Total","24.83","7.74","66.65","0.01"
"1508159","Uruará (PA)","Total","Total","27.17","7.54","64.30","0.08"
"1508209","Vigia (PA)","Total","Total","22.23","3.31","74.03","0.02"
"1508308","Viseu (PA)","Total","Total","15.28","5.08","78.39","0.14"
"1508357","Vitória do Xingu (PA)","Total","Total","22.64","8.03","65.79","1.37"
"1508407","Xinguara (PA)","Total","Total","27.24","6.79","63.94","0.05"
"1600055","Serra do Navio (AP)","Total","Total","24.86","4.46","70.61","-"
"1600105","Amapá (AP)","Total","Total","16.37","4.31","79.24","0.03"
"1600154","Pedra Branca do Amapari (AP)","Total","Total","16.33","6.79","68.05","8.29"
"1600204","Calçoene (AP)","Total","Total","18.52","14.00","66.19","-"
"1600212","Cutias (AP)","Total","Total","19.75","5.42","74.08","0.07"
"1600238","Ferreira Gomes (AP)","Total","Total","17.97","14.79","66.78","0.12"
"1600253","Itaubal (AP)","Total","Total","17.55","7.58","73.72","0.17"
"1600279","Laranjal do Jari (AP)","Total","Total","19.90","7.41","71.87","0.22"
"1600303","Macapá (AP)","Total","Total","26.44","9.21","62.99","0.18"
"1600402","Mazagão (AP)","Total","Total","17.44","10.52","68.23","0.16"
"1600501","Oiapoque (AP)","Total","Total","15.19","5.84","51.15","27.10"
"1600535","Porto Grande (AP)","Total","Total","20.80","6.56","71.18","0.23"
"1600550","Pracuúba (AP)","Total","Total","11.21","11.92","75.59","-"
"1600600","Santana (AP)","Total","Total","22.28","6.24","70.91","-"
"1600709","Tartarugalzinho (AP)","Total","Total","20.11","6.12","72.76","0.04"
"1600808","Vitória do Jari (AP)","Total","Total","18.39","7.66","73.07","-"
"1700251","Abreulândia (TO)","Total","Total","27.46","7.01","63.26","0.10"
"1700301","Aguiarnópolis (TO)","Total","Total","19.69","6.65","71.61","-"
"1700350","Aliança do Tocantins (TO)","Total","Total","23.58","10.50","63.22","-"
"1700400","Almas (TO)","Total","Total","14.73","14.20","68.64","0.09"
"1700707","Alvorada (TO)","Total","Total","30.01","5.04","63.38","-"
"1701002","Ananás (TO)","Total","Total","23.22","10.24","62.68","0.05"
"1701051","Angico (TO)","Total","Total","20.49","9.29","69.39","-"
"1701101","Aparecida do Rio Negro (TO)","Total","Total","19.12","11.10","69.06","0.20"
"1701309","Aragominas (TO)","Total","Total","19.93","12.64","62.55","0.36"
"1701903","Araguacema (TO)","Total","Total","19.24","10.15","70.19","-"
"1702000","Araguaçu (TO)","Total","Total","36.51","8.26","54.46","0.13"
"1702109","Araguaína (TO)","Total","Total","27.02","8.39","62.22","0.17"
"1702158","Araguanã (TO)","Total","Total","19.23","10.05","66.29","0.27"
"1702208","Araguatins (TO)","Total","Total","18.73","8.94","69.67","0.09"
"1702307","Arapoema (TO)","Total","Total","24.02","5.94","69.26","0.07"
"1702406","Arraias (TO)","Total","Total","9.67","23.03","66.60","0.10"
"1702554","Augustinópolis (TO)","Total","Total","21.80","6.69","70.47","0.02"
"1702703","Aurora do Tocantins (TO)","Total","Total","16.09","9.75","72.16","0.08"
"1702901","Axixá do Tocantins (TO)","Total","Total","22.00","9.94","66.93","0.34"
"1703008","Babaçulândia (TO)","Total","Total","21.44","5.84","71.79","0.04"
"1703057","Bandeirantes do Tocantins (TO)","Total","Total","24.91","9.32","61.81","-"
"1703073","Barra do Ouro (TO)","Total","Total","21.28","4.24","73.68","-"
"1703107","Barrolândia (TO)","Total","Total","28.63","3.12","68.00","0.11"
"1703206","Bernardo Sayão (TO)","Total","Total","24.49","3.80","66.60","0.18"
"1703305","Bom Jesus do Tocantins (TO)","Total","Total","19.76","6.66","72.38","0.18"
"1703602","Brasilândia do Tocantins (TO)","Total","Total","20.20","4.89","74.23","-"
"1703701","Brejinho de Nazaré (TO)","Total","Total","12.18","19.63","67.24","0.13"
"1703800","Buriti do Tocantins (TO)","Total","Total","21.25","11.74","64.31","0.11"
"1703826","Cachoeirinha (TO)","Total","Total","17.81","5.58","74.52","-"
"1703842","Campos Lindos (TO)","Total","Total","14.39","8.43","76.84","-"
"1703867","Cariri do Tocantins (TO)","Total","Total","24.08","5.36","70.06","-"
"1703883","Carmolândia (TO)","Total","Total","21.64","11.77","63.67","-"
"1703891","Carrasco Bonito (TO)","Total","Total","16.52","12.52","70.37","-"
"1703909","Caseara (TO)","Total","Total","13.91","5.75","80.01","-"
"1704105","Centenário (TO)","Total","Total","17.38","3.58","78.79","-"
"1704600","Chapada de Areia (TO)","Total","Total","28.76","11.73","56.83","-"
"1705102","Chapada da Natividade (TO)","Total","Total","12.14","12.55","75.17","-"
"1705508","Colinas do Tocantins (TO)","Total","Total","30.87","5.63","60.71","0.08"
"1705557","Combinado (TO)","Total","Total","27.07","5.84","66.92","-"
"1705607","Conceição do Tocantins (TO)","Total","Total","12.57","25.23","59.45","-"
"1706001","Couto Magalhães (TO)","Total","Total","26.29","13.43","56.31","0.40"
"1706100","Cristalândia (TO)","Total","Total","21.24","6.97","70.18","0.30"
"1706258","Crixás do Tocantins (TO)","Total","Total","23.71","11.78","63.51","-"
